titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
"Targeting of organizations in Asia, Europe, and North America",Espionage,China,"Australia, Japan, United Kingdom, United States",attore,,da_estrarre_con_llm,"Chinese threat actor APT 10 used a vulnerability in Microsoft Exchange to gain access to victims’ networks, where the attackers deployed a custom loader and the Sodamaster backdoor. APT 10 also used a custom loader to obtain credentials. The attackers spent up to nine months in victims’ networks.",https://www.cfr.org/cyber-operations/targeting-of-organizations-in-asia-europe-and-north-america
Targeting of Ukrainian government officials,Espionage,China,Ukraine,attore,,da_estrarre_con_llm,The Chinese threat actor Scarab targeted Ukrainian government officials with lure documents used to load HeaderTip malware onto target systems. The lure documents mimic releases from the National Police of Ukraine.,https://www.cfr.org/cyber-operations/targeting-of-ukrainian-government-officials
Targeting of American state governments’ networks,Espionage,China,United States,attore,,da_estrarre_con_llm,"The Chinese cyber threat group APT41 conducted an extended campaign targeting the networks of at least six U.S. state governments. For over a year, APT41 exploited internet-facing web applications and leveraged a zero-day vulnerability in the USAHerds application used by many state governments, gaining access to the broader networks of state governments.",https://www.cfr.org/cyber-operations/targeting-of-american-state-governments-networks
"Targeting of European diplomatic entities, research entities, and internet service providers",Espionage,China,,attore,,da_estrarre_con_llm,"The Chinese-linked threat actor Mustang Panda targeted European diplomatic entities with malicious files containing geopolitical themes, including a file titled “Situation at the EU borders with Ukraine.zip.” The hackers used a European diplomat’s compromised email address to send the malware-laced emails to other countries’ diplomatic offices.",https://www.cfr.org/cyber-operations/targeting-of-european-diplomatic-entities-research-entities-and-internet-service-providers
Targeting of Taiwanese financial institutions,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,"The Chinese threat actor APT10 used a vulnerability in a web interface to install a version of the Quasar remote access Trojan. The attack was initially overlooked because of the focus on a credential stuffing attack, where hackers use mass amounts of previously stolen information to try to break into a system, seemingly conducted by APT10 to […]",https://www.cfr.org/cyber-operations/targeting-of-taiwanese-financial-institutions
Targeting of Australian media outlet,Espionage,China,Australia,attore,,da_estrarre_con_llm,Chinese hackers exploited the Log4Shell vulnerability in order to enter the systems of an Australian media outlet and access passwords and data.,https://www.cfr.org/cyber-operations/targeting-of-australian-media-outlet
Targeting of journalists at News Corp,Espionage,China,"United Kingdom, United States",attore,,da_estrarre_con_llm,"A Chinese threat actor hacked the email accounts of journalists employed at American media company News Corp. The attackers aimed to uncover journalists’ sources, as well as drafts of upcoming articles. No consumer or financial data was compromised.",https://www.cfr.org/cyber-operations/targeting-of-journalists-at-news-corp
Targeting of German pharmaceutical and technology firms,Espionage,China,Germany,attore,,da_estrarre_con_llm,The Chinese group APT27 was detected launching attacks starting in 2021 against German companies. The attacks were primarily directed at technology and pharmaceutical firms. The group stole trade secrets and intellectual property and also aimed to use its access in certain companies to launch spear-phishing attacks against other targets.,https://www.cfr.org/cyber-operations/targeting-of-german-pharmaceutical-and-technology-firms
Targeting of German companies,Espionage,China,Germany,attore,,da_estrarre_con_llm,"The Chinese group Emissary Panda installed malware inside the corporate networks of German companies. The actor may have attempted to steal business secrets and intellectual property, target customers, and use its access to the companies’ networks to conduct a supply chain attack.",https://www.cfr.org/cyber-operations/targeting-of-german-companies
Targeting of transportation companies via UEFI firmware implant,Espionage,China,,attore,,da_estrarre_con_llm,"The Winnti group is suspected of deploying an advanced Unified Extensible Firmware Interface (UEFI) implant, dubbed Moonbounce, to the systems of a transportation company. Moonbounce is highly targeted and was likely created to access the networks of a small number of institutions and companies.",https://www.cfr.org/cyber-operations/targeting-of-transportation-companies-via-uefi-firmware-implant
Earth Lusca,Espionage,China,,attore,,da_estrarre_con_llm,"Earth Lusca is a threat actor that targets organizations of interest to the Chinese government, including academic institutions, telecommunication companies, religious organizations, and other civil society groups. Earth Lusca’s tools closely resemble those used by Winnti Umbrella, but the group appears to operate separately from Winnti. Earth Lusca has also been observed targeting cryptocurrency payment […]",https://www.cfr.org/cyber-operations/earth-lusca
Targeting of Chinese cybersecurity researchers.,Espionage,Korea (Democratic People's Republic of),China,vittima,,da_estrarre_con_llm,The North Korean cyber gang Lazarus Group was accused of attempting to breach Chinese cyber espionage groups’ systems in 2020 in an effort to exploit zero-days and other vulnerabilities. The effort is likely related to an earlier North Korean attempt to attack cybersecurity researchers in the United States and Eastern Europe.,https://www.cfr.org/cyber-operations/targeting-of-chinese-cybersecurity-researchers
IronHusky,Espionage,China,United States,attore,,da_estrarre_con_llm,IronHusky was detected using a Windows zero-day to launch a remote access Trojan dubbed MysterySnail.  Command and control infrastructure IronHusky use has been active since at least 2012.,https://www.cfr.org/cyber-operations/ironhusky
Calypso,Espionage,China,"Afghanistan, Brazil, Indonesia, Russian Federation, Thailand, Turkey",attore,,da_estrarre_con_llm,"Calypso has been observed targeting government agencies worldwide since 2016, including institutions in Brazil, Indonesia, Russia, Thailand, and Turkey. The group was also implicated in a breach of Afghan telecommunication company Roshan.",https://www.cfr.org/cyber-operations/calypso
Targeting of Afghan telecommunication firm Roshan,Espionage,China,Afghanistan,attore,,da_estrarre_con_llm,"An email server controlled by the Afghan telecommunication company Roshan was targeted by a Chinese threat actor since at least early 2021. Calypso’s data exfiltration activity spiked in August and September 2021, coinciding with the United States military’s withdrawal from Afghanistan.",https://www.cfr.org/cyber-operations/targeting-of-afghan-telecommunication-firm-roshan
Targeting of Indian media organizations,Espionage,China,India,attore,,da_estrarre_con_llm,A Chinese threat actor was found using phishing attacks to gain access to the systems of several Indian media groups.,https://www.cfr.org/cyber-operations/targeting-of-indian-media-organizations
Targeting of Indonesian intelligence agencies,Espionage,China,Indonesia,attore,,da_estrarre_con_llm,A Chinese threat actor had access to servers used to store Indonesian intelligence records for at least five months in the spring and summer of 2021.,https://www.cfr.org/cyber-operations/targeting-of-indonesian-intelligence-agencies
Targeting of Microsoft Exchange and MySQL servers,Espionage,China,United States,attore,,da_estrarre_con_llm,A Chinese threat actor that had been launching attacks using the novel backdoor technique SideWalk for several months is associated with the Chinese threat actor Winnti Umbrella. The attacks targeted businesses and academic institutions in the United States.,https://www.cfr.org/cyber-operations/targeting-of-microsoft-exchange-and-mysql-servers
Targeting of U.S. computer retail business,Espionage,China,United States,attore,,da_estrarre_con_llm,"Winnti Umbrella was found to have repurposed a backdoor, known as Crosswalk, to infiltrate the systems of a computer retailer in the United States.",https://www.cfr.org/cyber-operations/targeting-of-u-s-computer-retail-business
Targeting of Air India,Espionage,China,India,attore,,da_estrarre_con_llm,"While investigating a breach of Air India’s data systems, cybersecurity researchers stumbled on a previously undetected intrusion into Air India’s systems likely carried out by Chinese threat actors.",https://www.cfr.org/cyber-operations/targeting-of-air-india
Targeting of Israeli entities,Espionage,China,Israel,attore,,da_estrarre_con_llm,"As part of a broader espionage campaign spanning multiple countries, Chinese-linked APT UNC215 inserted malware into Israeli government computers to extract data",https://www.cfr.org/cyber-operations/targeting-of-israeli-entities
Targeting of Southeast Asian telecommunication companies,Espionage,China,,attore,,da_estrarre_con_llm,"In a series of attacks starting in 2017, Chinese threat actors are believed to have compromised telecommunication firms across Southeast Asia. The breaches were designed to extract data from the companies’ servers and were likely used to launch more targeted spear-phishing attacks.",https://www.cfr.org/cyber-operations/targeting-of-southeast-asian-telecommunication-companies
"Targeting of the United States, Belarus, Canada, Mongolia, and Russia in an espionage operation",Espionage,China,"Belarus, Canada, Mongolia, Russian Federation, United States",attore,,da_estrarre_con_llm,APT 31 was detected using a new remote access Trojan horse in more than ten attacks throughout the first half of 2021 to target governmental groups in Russia and several other countries.,https://www.cfr.org/cyber-operations/targeting-of-the-united-states-belarus-canada-mongolia-and-russia-in-an-espionage-operation
Targeting of French corporations using compromised Wi-Fi routers,Espionage,China,France,attore,,da_estrarre_con_llm,A Chinese threat actor operated a long-term campaign to break into home Wi-Fi routers and launch reconnaissance attacks against French companies and organizations.,https://www.cfr.org/cyber-operations/targeting-of-french-corporations-using-compromised-wi-fi-routers
Targeting of U.S. oil and gas companies,Espionage,China,United States,attore,,da_estrarre_con_llm,"The U.S. Cybersecurity and Infrastructure Security Agency released the indicators of compromise for a series of attacks on U.S. oil and gas companies, which lasted from 2011 to 2013. The agency confirmed that at least twenty companies had been compromised and that the depth of the intrusions was not entirely clear.",https://www.cfr.org/cyber-operations/targeting-of-u-s-oil-and-gas-companies
Targeting of Philippine and Nepalese governments,Espionage,China,"Myanmar, Nepal, The Philippines",attore,,da_estrarre_con_llm,"Kaspersky Labs detected a high-volume campaign in Southeast Asia primarily aimed at government agencies in Myanmar, Nepal, and the Philippines. The attackers used a compromised version of the popular video conference application Zoom to break into computers.",https://www.cfr.org/cyber-operations/targeting-of-philippine-and-nepalese-governments
"Targeting of civil society groups in Nepal, the Philippines, Taiwan, and Hong Kong",Espionage,China,"Hong Kong, Nepal, Taiwan, The Philippines",attore,,da_estrarre_con_llm,"Chinese state-sponsored hackers were detected infiltrating networks in Nepal, the Philippines, Taiwan, and Hong Kong, with a focus on academic and governmental networks.",https://www.cfr.org/cyber-operations/targeting-of-civil-society-groups-in-nepal-the-philippines-taiwan-and-hong-kong
Targeting of the Afghan National Security Council,Espionage,China,Afghanistan,attore,,da_estrarre_con_llm,A Chinese threat actor targeted the Afghan National Security Council with spear-phishing attacks. The attackers pretended to be from the Administrative Office of the President of Afghanistan to get victims to download a dropper.,https://www.cfr.org/cyber-operations/targeting-of-the-afghan-national-security-council
IndigoZebra,Espionage,China,"Afghanistan, Kyrgyzstan, Uzbekistan",attore,,da_estrarre_con_llm,"IndigoZebra has been observed targeting Afghanistan and former Soviet republics, including Krygzstan and Uzbekistan.",https://www.cfr.org/cyber-operations/indigozebra
Targeting of Norwegian government’s IT network,Espionage,China,Norway,attore,,da_estrarre_con_llm,"An investigation by the Norwegian Police Security Service (PST) found that a 2018 breach of the government’s IT systems was carried out by a Chinese threat actor. The hackers removed large amounts of data in the breach, although the PST is still unsure of exactly how much data or what files were taken",https://www.cfr.org/cyber-operations/targeting-of-norwegian-governments-it-network
Targeting of major companies and government organizations in seven countries,Espionage,China,"Afghanistan, India, Kazakhstan, Kyrgyzstan, Pakistan, Tajikistan, Uzbekistan",attore,,da_estrarre_con_llm,"A Chinese threat actor was detected running a cyber espionage campaign since at least 2014 in Afghanistan, India, Kazakhstan, Kyrgyzstan, Pakistan, Tajikistan, and Uzbekistan. Attackers compromised numerous companies in a variety of industries, along with government and military systems.",https://www.cfr.org/cyber-operations/targeting-of-major-companies-and-government-organizations-in-seven-countries
RedFoxTrot,Espionage,China,"Afghanistan, India, Kazakhstan, Kyrgyzstan, Pakistan, Tajikistan, Uzbekistan",attore,,da_estrarre_con_llm,"RedFoxTrot, a group associated with PLA Unit 69010, ran a long-term cyber espionage campaign since at least 2014 directed primarily toward countries in Central Asia, as well as Afghanistan, India, and Pakistan. The group is believed to operate out of Xinjiang.",https://www.cfr.org/cyber-operations/redfoxtrot
Targeting of Russian government agencies,Espionage,China,Russian Federation,attore,,da_estrarre_con_llm,Chinese-linked hacking group TA428 is believed to be responsible for a series of attacks on the Russian government in late 2020. The goal of the attackers was to penetrate officials’ emails and classified networks and steal information.,https://www.cfr.org/cyber-operations/targeting-of-russian-government-agencies
Targeting of Southeast Asian ministry of foreign affairs,Espionage,China,,attore,,da_estrarre_con_llm,A South Asian government was targeted as part of a long-running cyber espionage campaign carried out by a Chinese threat actor. The campaign used spear phishing to drop malware onto the government’s systems.,https://www.cfr.org/cyber-operations/targeting-of-southeast-asian-ministry-of-foreign-affairs
Targeting of Myanmar’s presidential website,Espionage,China,Myanmar,attore,,da_estrarre_con_llm,The Chinese hacking group Red Echo inserted malicious code into a download link on the webpage for Myanmar’s president. This marks the second time Myanmar’s presidential website has been used in watering-hole attacks by Chinese hackers.,https://www.cfr.org/cyber-operations/targeting-of-myanmars-presidential-website
Targeting of Uyghurs in China and Pakistan,Espionage,China,"China, Pakistan",entrambi,,da_estrarre_con_llm,Chinese hackers distributed malware pretending to be a UN document on funding for displaced Uyghurs. The hackers impersonated several UN websites for most of 2020 to spread the malware and communicate with infected systems.,https://www.cfr.org/cyber-operations/targeting-of-uyghurs-in-china-and-pakistan
Targeting of Russian submarine designer,Espionage,China,Russian Federation,attore,,da_estrarre_con_llm,Chinese-linked hackers targeted the general director of a Russian nuclear submarine design company with a spear-phishing email designed to share a malicious link.,https://www.cfr.org/cyber-operations/targeting-of-russian-submarine-designer
Targeting of U.S. federal agencies via PulseSecure VPN,Espionage,China,United States,attore,,da_estrarre_con_llm,"Five U.S. federal agencies were targeted in a Chinese espionage operation, along with several defense contractors and financial institutions in the country. The hackers made use of zero-day vulnerabilities in the PulseSecure VPN system to gain access to the different organizations’ systems.",https://www.cfr.org/cyber-operations/targeting-of-u-s-federal-agencies-via-pulsesecure-vpn
Targeting of Japanese businesses and research groups,Espionage,China,Japan,attore,,da_estrarre_con_llm,"A Chinese-sponsored threat actor known as Tick is believed to have breached hundreds of businesses and research institutes in Japan, including the Japanese Aerospace Exploration Agency. The threat actor is believed to have gained access to the businesses through a compromised rental server.",https://www.cfr.org/cyber-operations/targeting-of-japanese-businesses-and-research-groups
Targeting of the Vietnamese and Thai governments and military,Espionage,China,"Thailand, Vietnam",attore,,da_estrarre_con_llm,"APT 27 conducted a wide-ranging espionage campaign to gather data from a variety of institutions throughout Southeast Asia, primarily concentrated in Vietnam.",https://www.cfr.org/cyber-operations/targeting-of-the-vietnamese-and-thai-governments-and-military
"Targeting of Uyghur activists, journalists, and dissidents",Espionage,China,"Australia, Canada, Kazakhstan, Syrian Arab Republic, Turkey, United States",attore,,da_estrarre_con_llm,The Chinese threat actor Evil Eye used fake Facebook profiles and websites that masqueraded as legitimate Turkish and Uyghur news sites to disseminate malicious links to Uyghur activists around the world.,https://www.cfr.org/cyber-operations/targeting-of-uyghur-activists-journalists-and-dissidents
Targeting of telecommunications companies’ employees,Espionage,China,"Hong Kong, India, Myanmar, United States",attore,,da_estrarre_con_llm,The Chinese APT Mustang Panda phished telecommunications companies’ employees by sending them malicious domains masquerading as Huawei’s career site.,https://www.cfr.org/cyber-operations/targeting-of-telecommunications-companies-employees
Targeting of Linux endpoints and servers,Espionage,China,,attore,,da_estrarre_con_llm,Chinese threat actors used a new sophisticated backdoor called RedXOR to target Linux endpoints and servers.,https://www.cfr.org/cyber-operations/targeting-of-linux-endpoints-and-servers
Targeting of the Parliament of Western Australia,Espionage,China,Australia,attore,,da_estrarre_con_llm,Chinese hackers exploited a Microsoft vulnerability to target the Parliament of Western Australia’s email server.,https://www.cfr.org/cyber-operations/targeting-of-the-parliament-of-western-australia
Targeting of organizations via Microsoft Exchange Server vulnerability,Espionage,China,,attore,,da_estrarre_con_llm,The Chinese threat actor Hafnium exploited vulnerabilities in the Microsoft Exchange Server to access the emails of hundreds of thousands of entities across the globe.,https://www.cfr.org/cyber-operations/targeting-of-organizations-via-microsoft-exchange-server-vulnerability
Hafnium,Espionage,China,United States,attore,,da_estrarre_con_llm,"The Chinese APT believed to be behind the exploitation of vulnerabilities in the Microsoft Exchange email server to access user emails. Historically, Hafnium has primarily targeted entities in the United States.",https://www.cfr.org/cyber-operations/hafnium
Targeting of Indian vaccine makers,Espionage,China,India,attore,,da_estrarre_con_llm,APT 10 targeted Indian vaccine makers Bharat Biotech and the Serum Institute of India for espionage purposes.,https://www.cfr.org/cyber-operations/targeting-of-indian-vaccine-makers
Targeting of India’s power infrastructure,Sabotage,China,India,attore,,da_estrarre_con_llm,"Amid mounting border tensions between China and India in 2020, Chinese threat actors allegedly infected India’s power grid’s control systems with malware.",https://www.cfr.org/cyber-operations/targeting-of-indias-power-infrastructure
Targeting of Tibetan organizations,Espionage,China,,attore,,da_estrarre_con_llm,"Chinese APT Lucky Cat has been using a malicious Mozilla Firefox browser extension dubbed FriarFox to infiltrate and control targets’ Gmail accounts. Primary objectives of the actor appear to be espionage and surveillance of dissidents, including the Tibetan diaspora.",https://www.cfr.org/cyber-operations/targeting-of-tibetan-organizations
Targeting of SolarWinds,Espionage,China,United States,attore,,da_estrarre_con_llm,"Suspected Chinese hackers breached SolarWinds software, potentially accessing payroll information for hundreds of thousands of federal employees. Details about specific actors and the scale of the breach remain unknown.",https://www.cfr.org/cyber-operations/targeting-of-solarwinds
Targeting of international gambling firms,Espionage,China,,attore,,da_estrarre_con_llm,"Chinese threat actor Emissary Panda locked the servers of five gambling firms marketing to Chinese nationals, requesting $100 million in ransom payment. The victim companies reported that no payment was made.",https://www.cfr.org/cyber-operations/targeting-of-international-gambling-firms
Targeting of the African Union,Espionage,China,,attore,,da_estrarre_con_llm,"The China-affiliated threat actor Mustang Panda stole security footage from the African Union headquarters. Hackers had access to meeting rooms, hallways, and parking lots.",https://www.cfr.org/cyber-operations/targeting-of-the-african-union
Targeting of Mongolian government agencies,Espionage,China,,attore,,da_estrarre_con_llm,"The Chinese threat actor Emissary Panda compromised Able Desktop chat software used by over 430 Mongolian government agencies and a national data center. The ShadowPad backdoor, previously attributed to a suspected subset of the Winnti Umbrella, was also used.",https://www.cfr.org/cyber-operations/targeting-of-mongolian-government-agencies
Targeting of Japanese companies and global subsidiaries,Espionage,China,,attore,,da_estrarre_con_llm,"APT 10 used a wide range of tools, many publicly available, to infect Japanese companies and their global subsidiaries with malware for reconnaissance purposes.",https://www.cfr.org/cyber-operations/targeting-of-japanese-companies-and-global-subsidiaries
Targeting of U.S. government agency networks,Espionage,China,United States,attore,,da_estrarre_con_llm,Chinese hackers scanned networks in search of virtual private network (VPN) and email server vulnerabilities with the aim of exfiltrating data.,https://www.cfr.org/cyber-operations/targeting-of-u-s-government-agency-networks
KillSomeOne,,China,Myanmar,attore,,da_estrarre_con_llm,A Chinese actor that uses DLL side-loading to install malware on targeted systems.,https://www.cfr.org/cyber-operations/killsomeone
Targeting of nongovernmental organizations in Myanmar,Espionage,China,Myanmar,attore,,da_estrarre_con_llm,Chinese hackers used DLL side-loading to install malware on nongovernmental organizations’ systems in Myanmar.,https://www.cfr.org/cyber-operations/targeting-of-nongovernmental-organizations-in-myanmar
Targeting of U.S. military and defense computer networks,Espionage,China,,attore,,da_estrarre_con_llm,"Chinese hackers used publicly known vulnerabilities to infiltrate military and defense networks containing sensitive intellectual property, state secrets, and other information.",https://www.cfr.org/cyber-operations/targeting-of-u-s-military-and-defense-computer-networks
Targeting of Japanese companies involved in COVID-19 vaccine development,Espionage,China,Japan,attore,,da_estrarre_con_llm,Chinese hackers used phishing emails to deliver malware disguised as new coronavirus information. No data appears to have been successfully exfiltrated.,https://www.cfr.org/cyber-operations/targeting-of-japanese-companies-involved-in-covid-19-vaccine-development
Targeting of U.S. individuals with fake McAfee software installations,Espionage,China,,attore,,da_estrarre_con_llm,Hackers impersonating McAfee antivirus software emailed links that would download malware from GitHub onto victims’ computers.,https://www.cfr.org/cyber-operations/targeting-of-u-s-individuals-with-fake-mcafee-software-installations
"Targeting of entities in India, Kazakhstan, Kyrgyzstan, Malaysia, Russia, and Ukraine",Espionage,China,"India, Kazakhstan, Malaysia, Russian Federation, Ukraine",attore,,da_estrarre_con_llm,"Chinese hackers distributed SlothfulMedia malware, which modifies files and logs keystrokes. Specific targets have yet to be disclosed.",https://www.cfr.org/cyber-operations/targeting-of-entities-in-india-kazakhstan-kyrgyzstan-malaysia-russia-and-ukraine
Zirconium,Espionage,China,United States,attore,,da_estrarre_con_llm,Responsible for targeting email accounts belonging to former Vice President Joe Biden’s campaign staff and for attempting to discern whether accounts belonging to members of the international affairs community are active.,https://www.cfr.org/cyber-operations/zirconium
Targeting of former Vice President Joe Biden’s campaign staff and U.S. international affairs community,Espionage,China,United States,attore,,da_estrarre_con_llm,Responsible for targeting non-campaign email accounts belonging to former Vice President Biden’s election campaign staff. Also responsible for using web bugs to determine whether accounts belonging to academics and important figures in the international affairs community are active.,https://www.cfr.org/cyber-operations/targeting-of-former-vice-president-joe-bidens-campaign-staff-and-u-s-international-affairs-community
BlackTech,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,"Responsible for targeting governments in Asia, particularly in Taiwan but also in Hong Kong and Japan. They used Taidoor malware to steal information from Taiwanese government agencies and official email accounts.",https://www.cfr.org/cyber-operations/blacktech
Targeting of Taiwanese government agencies and officials’ email accounts,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,"Hackers exploited vulnerabilities in at least four Taiwanese tech companies that provided information technology services to the government using the Taidoor malware, allowing them far-reaching access to official systems and accounts since at least 2018.",https://www.cfr.org/cyber-operations/targeting-of-taiwanese-government-agencies-and-officials-email-accounts
Targeting of entities focusing on Taiwan,Espionage,China,Taiwan,attore,,da_estrarre_con_llm,"Hackers targeted various entities involved in Taiwan-related issues with spear-phishing emails containing Taidoor, a remote-access trojan (RAT) designed to maintain a presence on victim networks for use in later network exploitation.",https://www.cfr.org/cyber-operations/targeting-of-entities-focusing-on-taiwan
Targeting of Vatican City computer networks,,China,Italy,attore,,da_estrarre_con_llm,"Hackers conducted an espionage campaign against Vatican City beginning in May 2020. In one instance, embedded malware was sent using the email of the Vatican Secretary of State. Hackers were likely trying to gain information on the Vatican’s negotiating position prior to high-level talks between the Catholic Church and Beijing in September 2020 regarding a […]",https://www.cfr.org/cyber-operations/targeting-of-vatican-city-computer-networks
Targeting of Western entities involved in COVID-19 vaccine development,Espionage,China,,attore,,da_estrarre_con_llm,"Hackers conducted a combination of financially motivated and espionage-driven hacking operations against hundreds of companies, organizations, and research firms based in the United States and other countries, stealing terabytes of information.",https://www.cfr.org/cyber-operations/targeting-of-western-entities-involved-in-covid-19-vaccine-development
Targeting of Australian government agencies and private companies,Espionage,China,Australia,attore,,da_estrarre_con_llm,Hackers believed by Australian officials to be operating on behalf of China targeted Australian government agencies and companies through a known exploit in Microsoft Sharepoint.,https://www.cfr.org/cyber-operations/targeting-of-australian-government-agencies-and-private-companies
Targeting of Asian videogame companies,Espionage,China,"Korea (Republic of), Taiwan",attore,,da_estrarre_con_llm,Hackers leveraged a backdoor to compromise Taiwanese and South Korean video game companies’ systems.,https://www.cfr.org/cyber-operations/targeting-of-asian-videogame-companies
Targeting of companies in Central Asia,Espionage,China,,attore,,da_estrarre_con_llm,"A group using tools similar to Chinese government–affiliated group Vicious Panda targeted high-profile companies in Central Asia and planting backdoors to gain access to corporate networks. The group is also believed to be behind cyberattacks in Belarus, Mongolia, and Russia.",https://www.cfr.org/cyber-operations/targeting-of-companies-in-central-asia
Targeting of COVID-19 research organizations,Espionage,China,,attore,,da_estrarre_con_llm,"Cyber actors affiliated with the Chinese government attempted to identify and illicitly obtain intellectual property and public health data related to vaccines, treatments, and testing from networks and personnel associated with COVID-19–related research.",https://www.cfr.org/cyber-operations/targeting-of-covid-19-research-organizations
Targeting of government bodies in Australia and Southeast Asia,Espionage,China,"Australia, Brunei Darussalam, Indonesia, Myanmar, Thailand, The Philippines, Vietnam",attore,,da_estrarre_con_llm,"Using a new exploit named Aria-body, APT 30 attempted to compromise networks belonging to governments and state-owned companies in Australia and Southeast Asia.",https://www.cfr.org/cyber-operations/targeting-of-government-bodies-in-australia-and-southeast-asia
Targeting of CPC Corporation,Sabotage,China,Taiwan,attore,,da_estrarre_con_llm,"China-linked Winnti Umbrella launched a ransomware attack against Taiwan’s state oil company, CPC Corporation, causing its website to go offline for one day.",https://www.cfr.org/cyber-operations/targeting-of-cpc-corporation
Pirate Panda,,China,Vietnam,attore,,da_estrarre_con_llm,Pirate Panda is believed to be responsible for phishing attacks targeting Vietnamese government officials located near the disputed Paracel Islands in the South China Sea.,https://www.cfr.org/cyber-operations/pirate-panda
Phishing of Vietnamese government officials,Espionage,China,Vietnam,attore,,da_estrarre_con_llm,"The Chinese-linked threat actor Pirate Panda sent phishing emails to Vietnamese government officials located in Da Nang, Vietnam.",https://www.cfr.org/cyber-operations/phishing-of-vietnamese-government-officials
Targeting of Wuhan government and China’s Ministry of Emergency Management,Espionage,Vietnam,China,vittima,,da_estrarre_con_llm,Vietnamese hackers sent spear-phishing messages to the Wuhan government and China’s Ministry of Emergency Management.,https://www.cfr.org/cyber-operations/targeting-of-wuhan-government-and-chinas-ministry-of-emergency-management
Storm Cloud,,China,,attore,,da_estrarre_con_llm,Performed highly targeted watering-hole attacks on visitors to Tibetan websites.,https://www.cfr.org/cyber-operations/storm-cloud
Targeting of Tibetans via watering-hole attacks,,China,,attore,,da_estrarre_con_llm,The Chinese hackers Storm Cloud performed highly targeted watering-hole attacks on visitors to a few Tibetan websites and tried to make them install fake versions of Adobe Flash.,https://www.cfr.org/cyber-operations/targeting-of-tibetans-via-watering-hole-attacks
Targeting of over seventy-five organizations,Espionage,China,"Australia, Canada, Denmark, Finland, France, India, Italy, Japan, Malaysia, Mexico, Poland, Qatar, Saudi Arabia, Singapore, Sweden, Switzerland, The Philippines, United Arab Emirates, United Kingdom, United States",attore,,da_estrarre_con_llm,The Chinese threat actor APT 41 attempted to exploit three vulnerabilities at over seventy-five organizations across sectors and countries. This was one of the most widespread attacks by a Chinese threat actor in years.,https://www.cfr.org/cyber-operations/targeting-of-over-seventy-five-organizations
Targeting of Hong Kong citizens with mobile malware,Espionage,China,Hong Kong,attore,,da_estrarre_con_llm,The Chinese threat actor Lotus Blossom used watering holes on fake news sites to deploy iOS exploits against Hong Kong citizens.,https://www.cfr.org/cyber-operations/targeting-of-hong-kong-citizens-with-mobile-malware
Vicious Panda,,China,Mongolia,attore,,da_estrarre_con_llm,Conducted coronavirus-related phishing campaign against targets in the Mongolian government.,https://www.cfr.org/cyber-operations/vicious-panda
Targeting of the Mongolian government using coronavirus-related lures,Espionage,China,Mongolia,attore,,da_estrarre_con_llm,The suspected Chinese threat actor Vicious Panda conducted a coronavirus-related phishing campaign against targets in the Mongolian government.,https://www.cfr.org/cyber-operations/targeting-of-the-mongolian-government-using-coronavirus-related-lures
"Targeting of Japan, Russia, and South Korean entities",Espionage,China,"Japan, Korea (Republic of), Russian Federation",attore,,da_estrarre_con_llm,"The Chinese government–aligned APT Tonto Team used Bisonal malware for over ten years in various campaigns against entities in Japan, Russia, and South Korea.",https://www.cfr.org/cyber-operations/targeting-of-japan-russia-and-south-korean-entities
Tonto Team,,China,"Japan, Korea (Republic of), Russian Federation",attore,,da_estrarre_con_llm,"Chinese government-aligned APT that used Bisonal malware for over ten years in various campaigns against entities in Japan, Russia, and South Korea.",https://www.cfr.org/cyber-operations/tonto-team
Targeting of Malaysian government officials,Espionage,China,Malaysia,attore,,da_estrarre_con_llm,"APT 40, a threat actor believed to be associated with the Chinese government, allegedly targeted Malaysian government officials with highly targeted spear-phishing attacks in order to install malware and steal confidential documents from government networks.",https://www.cfr.org/cyber-operations/targeting-of-malaysian-government-officials
Infection of computer systems belonging to universities in Hong Kong,Espionage,China,Hong Kong,attore,,da_estrarre_con_llm,"The Winnti Umbrella, a Chinese government-backed threat actor, installed malware on computer systems at two universities in Hong Kong during protests. Three other universities in Hong Kong could have been simultaneously targeted.",https://www.cfr.org/cyber-operations/infection-of-computer-systems-belonging-to-universities-in-hong-kong
Stolen data on nearly two thousand Mitsubishi employees,Espionage,China,Japan,attore,,da_estrarre_con_llm,"The China-linked Bronze Butler threat actor is suspected to have used a zero-day in Trend Micro antivirus to attack Mitsubishi Electric and steal data on thousands of employees. In May 2020, it was disclosed that the breach resulted in the theft of specifications for a hypersonic missile that Japan had been developing to protect disputed territory […]",https://www.cfr.org/cyber-operations/stolen-data-on-nearly-two-thousand-mitsubishi-employees
Targeting of nongovernmental organizations and political and law enforcement agencies in East and South Asia,Espionage,China,"India, Mongolia",attore,,da_estrarre_con_llm,"The China-affiliated threat actor Bronze President attacked nongovernmental organizations, political agencies, and law enforcement in Mongolia and India, among other countries.",https://www.cfr.org/cyber-operations/targeting-of-nongovernmental-organizations-and-political-and-law-enforcement-agencies-in-east-and-south-asia
