titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of Central European aerospace and defense companies,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,"Hackers impersonated recruiters from Collins Aerospace and General Dynamics to lure in employees with enticing job offers, subsequently tricking them into opening malicious files sent via LinkedIn’s private messaging app.",https://www.cfr.org/cyber-operations/targeting-of-central-european-aerospace-and-defense-companies
Targeting of global financial institutions,Financial Theft,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,"Hidden Cobra used a variety of malware tools to hack into and steal money from banks, cryptocurrency exchanges, and ATMs.",https://www.cfr.org/cyber-operations/targeting-of-global-financial-institutions
Targeting of North Koreans and North Korea–focused professionals,Espionage,Korea (Republic of),Korea (Democratic People's Republic of),vittima,,da_estrarre_con_llm,"DarkHotel, a South Korea–linked threat actor, used five zero-days in a single campaign targeting North Koreans, demonstrating an unusual level of sophistication.",https://www.cfr.org/cyber-operations/targeting-of-north-koreans-and-north-korea-focused-professionals
Konni Group,,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,Attempted to trick employees of unnamed U.S. government agency to install malware on their computers via a spearphishing campaign.,https://www.cfr.org/cyber-operations/konni-group
Spear-phishing campaign against unnamed U.S. government agency,Espionage,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,The suspected North Korean threat actor Konni Group attempted to trick employees of an unnamed U.S. government agency to install malware on their computers via a spear-phishing campaign.,https://www.cfr.org/cyber-operations/spear-phishing-campaign-against-unnamed-u-s-government-agency
Continued targeting of cryptocurrency businesses,Financial Theft,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,The North Korean hackers renewed attacks against unnamed cryptocurrency businesses to steal cryptocurrency for financial gain.,https://www.cfr.org/cyber-operations/continued-targeting-of-cryptocurrency-businesses
Targeting of South Korean macOS users,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,,da_estrarre_con_llm,The North Korean threat actor Lazarus Group targeted South Korean macOS users with a new malware variant.,https://www.cfr.org/cyber-operations/targeting-of-south-korean-macos-users
Compromise of Indian nuclear power plant,Espionage,Korea (Democratic People's Republic of),India,attore,,da_estrarre_con_llm,"Devices on a noncritical administrative network in a nuclear power plant in Tamil Nadu, India, were compromised by DTrack, a remote access Trojan (RAT) associated with the Lazarus Group.",https://www.cfr.org/cyber-operations/compromise-of-indian-nuclear-power-plant
Targeting of Indian space agency,Espionage,Korea (Democratic People's Republic of),India,attore,,da_estrarre_con_llm,North Korean hackers attacked the Indian Space Research Organization as part of a broader assault on India’s government agencies.,https://www.cfr.org/cyber-operations/targeting-of-indian-space-agency
Autumn Aperture—malware embedded in antiquated file types,,Korea (Democratic People's Republic of),United States,attore,,da_estrarre_con_llm,"A threat actor targeted U.S.-based entities by emailing them malware-laced Microsoft Word documents written by industry experts. The trojanized documents discussed nuclear deterrence, North Korea’s nuclear submarine program, and economic sanctions on the North Korean regime. This incident is believed to be an extension of the August Autumn Aperture campaign.",https://www.cfr.org/cyber-operations/autumn-aperture-malware-embedded-in-antiquated-file-types
Autumn Aperture—use of malicious websites to target foreign ministries and other entities,,Korea (Democratic People's Republic of),"China, France, Slovakia, South Africa, United States",attore,,da_estrarre_con_llm,"A threat actor targeted a number of foreign ministries, a Chinese technology company, Stanford University, think tanks in the United States and the United Kingdom, and other entities that have focused on North Korea’s nuclear efforts or the related international sanctions. The threat actor created a network of malicious websites imitating the login portals of […]",https://www.cfr.org/cyber-operations/autumn-aperture-use-of-malicious-websites-to-target-foreign-ministries-and-other-entities
Targeting of U.S. university and think tank with BabyShark malware,Espionage,Korea (Democratic People's Republic of),,attore,,da_estrarre_con_llm,"A threat actor used the malware BabyShark, which uses infrastructure associated with North Korean campaigns. The malware was delivered in November 2018 via spear-phishing emails written to appear as though they were sent from a nuclear security expert who works as a consultant for the U.S. government. The subject of the emails referenced North Korea’s […]",https://www.cfr.org/cyber-operations/targeting-of-u-s-university-and-think-tank-with-babyshark-malware
Compromise of South Korean resettlement agency,Doxing,Korea (Democratic People's Republic of),Korea (Republic of),attore,2018-12-28,archivio_cfr_2019,The personal information of nearly one thousand North Koreans who defected to South Korea was leaked after unknown hackers gained access to the database of South Korea’s resettlement agency.,https://www.cfr.org/cyber-operations/compromise-of-south-korean-resettlement-agency
Global bank attacks,Financial Theft,Korea (Democratic People's Republic of),"Bangladesh, Brazil, Chile, Malaysia, Mexico, Poland, Russian Federation, Taiwan, The Philippines, Turkey, United States, Uruguay, Vietnam",attore,2018-10-03,archivio_cfr_2019,A North Korean group is believed to have stolen hundreds of millions of dollars by infiltrating the computer systems of banks around the world since 2014.,https://www.cfr.org/cyber-operations/global-bank-attacks
Targeting of AMC Theatres,Espionage,Korea (Democratic People's Republic of),United States,attore,2018-09-06,archivio_cfr_2019,"A threat actor targeted U.S. movie theater chain AMC Theatres in 2014 using spear-phishing techniques. The U.S. Department of Justice alleges that the incident was related to the chain’s screenings of The Interview, a movie depicting the assassination of North Korean leader Kim Jong-un.",https://www.cfr.org/cyber-operations/targeting-of-amc-theatres
Targeting of Mammoth Screen,Espionage,Korea (Democratic People's Republic of),United Kingdom,attore,2018-09-06,archivio_cfr_2019,"A threat actor targeted Mammoth Screen, a UK production company that produced Opposite Number, a television drama set in North Korea.",https://www.cfr.org/cyber-operations/targeting-of-mammoth-screen
Targeting of U.S. defense contractors,Espionage,Korea (Democratic People's Republic of),United States,attore,2018-09-06,archivio_cfr_2019,"A threat actor targeted the networks of Lockheed Martin, a U.S. defense contractor. It is one of the developers of the Terminal High Altitude Area Defense (THAAD) system installed in South Korea.",https://www.cfr.org/cyber-operations/targeting-of-u-s-defense-contractors-2
Targeting of North Korean defectors and journalists,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,2018-05-15,archivio_cfr_2019,"A threat actor targets North Korean defectors and journalists with an interest in North Korea by compromising their Android devices, for espionage.",https://www.cfr.org/cyber-operations/targeting-of-north-korean-defectors-and-journalists
Operation GhostSecret,Espionage,Korea (Democratic People's Republic of),"Australia, Bangladesh, Brazil, Canada, China, France, Germany, Guatemala, Hong Kong, India, Japan, Thailand, United Kingdom, United States",attore,2018-04-24,archivio_cfr_2019,"A threat actor targets critical infrastructure and organizations in the entertainment, finance, health-care, education, and telecommunications sectors.",https://www.cfr.org/cyber-operations/operation-ghostsecret
APT 37,,Korea (Democratic People's Republic of),"Japan, Korea (Republic of), Vietnam",attore,2018-02-20,archivio_cfr_2019,"This threat actor uses social engineering techniques to target companies in the chemicals, electronics, manufacturing, aerospace, automotive, and health-care sectors, as well as the South Korean government.",https://www.cfr.org/cyber-operations/apt-37
Targeting of global financial organizations and bitcoin users,Espionage,Korea (Democratic People's Republic of),,attore,2018-02-12,archivio_cfr_2019,"A threat actor targeted financial organizations and bitcoin users, for the purpose of identifying individuals with bitcoin wallets.",https://www.cfr.org/cyber-operations/targeting-of-global-financial-organizations-and-bitcoin-users
Targeting of U.S. electric companies,Espionage,Korea (Democratic People's Republic of),United States,attore,2017-10-10,archivio_cfr_2019,A threat actor targeted U.S. electric companies with spear-phishing emails in an attempt to gain access to internal networks.,https://www.cfr.org/cyber-operations/targeting-of-u-s-electric-companies
Compromise of Far Eastern International Bank,Financial Theft,Korea (Democratic People's Republic of),Taiwan,attore,2017-10-07,archivio_cfr_2019,"A threat actor compromised the networks of Far Eastern International Bank in Taiwan, allowing them to transfer US$60 million to accounts based in the United States, Cambodia, and Sri Lanka using the SWIFT network.",https://www.cfr.org/cyber-operations/compromise-of-far-eastern-international-bank
Targeting North Korea’s Reconnaissance General Bureau,Denial of service,United States,Korea (Democratic People's Republic of),vittima,2017-09-30,archivio_cfr_2019,"U.S. government officials told the Washington Post that the United States had launched a denial of service campaign against North Korea’s Reconnaissance General Bureau, the country’s intelligence agency.",https://www.cfr.org/cyber-operations/targeting-north-koreas-reconnaissance-general-bureau
Compromise of cryptocurrency exchanges in South Korea,Financial Theft,Korea (Democratic People's Republic of),Korea (Republic of),attore,2017-09-11,archivio_cfr_2019,A threat actor targeted cryptocurrency exchanges in South Korea for the purpose of raising money.,https://www.cfr.org/cyber-operations/compromise-of-cryptocurrency-exchanges-in-south-korea
WannaCry,Data destruction,Korea (Democratic People's Republic of),"China, France, Germany, Japan, Russian Federation, Spain, United Kingdom, United States",attore,2017-06-14,archivio_cfr_2019,"A threat actor used a tool called WannaCry to encrypt data in compromised networks, and intended to provide the victims with the decryption key only after a ransom had been paid. The threat actors used an exploit, called EternalBlue–first discovered by the U.S. National Security Agency–to propagate WannaCry in organizations using the Windows operating system. On December […]",https://www.cfr.org/cyber-operations/wannacry
Compromise the North Korean nuclear program,Sabotage,United States,Korea (Democratic People's Republic of),vittima,2017-03-04,archivio_cfr_2019,"A threat actor, believed to be the United States, targeted computer networks and electronic components associated with the North Korean nuclear program to sabotage and slow its development.",https://www.cfr.org/cyber-operations/compromise-the-north-korean-nuclear-program
Compromise of South Korean government computers (2016),Espionage,Korea (Democratic People's Republic of),,attore,2016-12-06,archivio_cfr_2019,"A threat actor compromised computers associated with the South Korean Ministry of National Defense. In October 2017, South Korean officials confirmed that North Korea had exfiltrated over two hundred gigabytes of data from the defense ministry networks, including military plans the United States and South Korea would implement in the event of a war with North […]",https://www.cfr.org/cyber-operations/compromise-of-south-korean-government-computers-2016
"Compromise of computer networks associated with diplomats, journalists, and others in South Korea",Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,2016-08-01,archivio_cfr_2019,"Threat actors targeted the email accounts of South Korean diplomats, journalists, and security officials.",https://www.cfr.org/cyber-operations/compromise-of-computer-networks-associated-with-diplomats-journalists-and-others-in-south-korea
SWIFT-related bank heists,Financial Theft,Korea (Democratic People's Republic of),"Bangladesh, Ecuador, Poland, Vietnam",attore,2016-05-26,archivio_cfr_2019,"A threat actor targets the worldwide financial transfer mechanism known as SWIFT to steal funds from banks in Bangladesh, Vietnam, Ecuador, and Poland. This is the first instance in where a state-sponsored actor was discovered to have compromised networks for financial gain. In September 2018, the U.S. Department of Justice announced criminal charges alleging that […]",https://www.cfr.org/cyber-operations/swift-related-bank-heists
Lazarus Group,Espionage,Korea (Democratic People's Republic of),"Bangladesh, Israel, Korea (Republic of), United States",attore,2016-02-01,archivio_cfr_2019,"This threat actor targets and compromises entities primarily in South Korea and South Korean interests for espionage, disruption, and destruction. It has also been known to conduct cyber operations for financial gain, including targeting cryptocurrency exchanges. In 2018, the U.S. Department of Homeland Security issued a malware analysis report on a tool called Typeframe used […]",https://www.cfr.org/cyber-operations/lazarus-group
Compromise of South Korean government computers (2015),Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,2015-10-20,archivio_cfr_2019,"A threat actor compromised government networks affiliated with members of the South Korean parliament. The threat actor also attempted to compromise the Foreign Ministry, Defense Ministry, and the Blue House.",https://www.cfr.org/cyber-operations/compromise-of-south-korean-government-computers-2015
Compromise of the Seoul subway system,Espionage,Korea (Democratic People's Republic of),Korea (Republic of),attore,2015-10-05,archivio_cfr_2019,A threat actor compromised networks associated with Seoul’s subway system.,https://www.cfr.org/cyber-operations/compromise-of-the-seoul-subway-system
Compromise of Sony Pictures Entertainment,Doxing,Korea (Democratic People's Republic of),United States,attore,2014-12-03,archivio_cfr_2019,"Threat actors compromised the networks of Sony Pictures Entertainment, destroyed data, and publicly released employee emails. The United States attributed the incident to North Korea, which is believed to have staged the attack to prevent Sony from releasing the film The Interview, which depicts an assassination plot against North Korean leader Kim Jong-un. The compromise […]",https://www.cfr.org/cyber-operations/compromise-of-sony-pictures-entertainment
Unresponsive computer networks in South Korea,Denial of service,Korea (Democratic People's Republic of),Korea (Republic of),attore,2013-05-20,archivio_cfr_2019,"Threat actors compromised the computer networks of South Korean broadcasters and two banks, making them unresponsive.",https://www.cfr.org/cyber-operations/unresponsive-computer-networks-in-south-korea
Denial of service incident against South Korean and U.S. targets,Denial of service,Korea (Democratic People's Republic of),"Korea (Republic of), United States",attore,2011-04-09,archivio_cfr_2019,"Dubbed “Ten Days of Rain,” this attack was a ten-day denial of service campaign that targeted websites associated with the South Korean government and U.S. military forces in South Korea.",https://www.cfr.org/cyber-operations/denial-of-service-incident-against-south-korean-and-u-s-targets
