titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of U.S. grid,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"The Iranian hackers APT 33 targeted the U.S. electric grid with password-spraying attacks, likely in an attempt to gain access. They targeted only the IT side of networks so far and have not proven their ability to access physical systems.",https://www.cfr.org/cyber-operations/targeting-of-u-s-grid
Compromise of Bapco,Espionage,Iran (Islamic Republic of),Bahrain,attore,,da_estrarre_con_llm,"The Iranian state-backed hackers installed malware on the network of Bapco, Bahrain’s national oil producer. The malware, called Dustman, used a wiper functionality, but experts suspect this could have been meant to erase itself after being discovered.",https://www.cfr.org/cyber-operations/compromise-of-bapco
Targeting of Middle Eastern oil companies,Data destruction,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"Using a new wiper malware called ZeroCleare, Iranian-linked threat actor APT 34 (aka Oilrig) targeted oil companies in the Middle East.",https://www.cfr.org/cyber-operations/targeting-of-middle-eastern-oil-companies
Targeting of industrial control systems,Espionage,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,"Iran-aligned threat actor APT 33 targeted industrial control system manufacturers, suppliers, and maintainers.",https://www.cfr.org/cyber-operations/targeting-of-industrial-control-systems
Targeting of U.S. government and private entities and other victims,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"The Iran-aligned espionage group APT 33 used botnets to launch a campaign against a small number of victims in the public and private sectors in the United States, Asia, and the Middle East.",https://www.cfr.org/cyber-operations/targeting-of-u-s-government-and-private-entities-and-other-victims
DarkUniverse,,Russian Federation,"Afghanistan, Belarus, Ethiopia, Iran (Islamic Republic of), Russian Federation, Sudan, Syrian Arab Republic, Tanzania, United Republic of, United Arab Emirates",vittima,,da_estrarre_con_llm,"DarkUniverse was a threat group affiliated with Russia that was active for at least eight years, from 2009 until 2017.",https://www.cfr.org/cyber-operations/darkuniverse
U.S. retaliation against Iran,Data destruction,United States,Iran (Islamic Republic of),vittima,,da_estrarre_con_llm,The United States carried out a cyberattack against Iran designed to limit Tehran’s ability to spread propaganda in retaliation for the September 14 attacks on Saudi oil facilities.,https://www.cfr.org/cyber-operations/u-s-retaliation-against-iran
Targeting of a U.S. presidential campaign,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"A threat actor targeted the email accounts of an unnamed U.S. presidential campaign, current and former U.S. officials and journalists, and others. During a thirty-day period in August and September, Microsoft observed more than 2,700 attempts to identify the emails of specific customers and 241 hacks.  Four accounts were compromised, though not those connected to […]",https://www.cfr.org/cyber-operations/targeting-of-a-u-s-presidential-campaign
"Attack on U.S. presidential campaign government officials, journalists, and prominent expatriate Iranians",Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"Iranian threat actor Phosphorus attacked 241 email accounts associated with a U.S. presidential campaign government officials, and journalists, and prominent expatriate Iranians.",https://www.cfr.org/cyber-operations/attack-on-u-s-presidential-campaign-government-officials-journalists-and-prominent-expatriate-iranians
"Targeting of over sixty universities in multiple countries, including the United States and United Kingdom",Espionage,Iran (Islamic Republic of),"Australia, Canada, Hong Kong, Switzerland, United Kingdom, United States",attore,,da_estrarre_con_llm,"A threat actor launched a phishing operation with spoofed login pages to steal the credentials of users at over sixty universities in the United States, United Kingdom, and elsewhere.",https://www.cfr.org/cyber-operations/targeting-of-over-sixty-universities-in-multiple-countries-including-the-united-states-and-united-kingdom
Compromise of Bahraini government agencies and critical infrastructure,Sabotage,Iran (Islamic Republic of),Bahrain,attore,,da_estrarre_con_llm,"A threat actor broke into the systems of Bahrain’s National Security Agency, Ministry of Interior, and office of the first deputy prime minister. On July 25, 2019, Bahraini authorities detected intrusions into its electric and water authority that shut down several systems. The attacks were similar to two hacks in 2012, in which the Shamoon […]",https://www.cfr.org/cyber-operations/compromise-of-bahraini-government-agencies-and-critical-infrastructure
Attack on Iranian computer systems,Sabotage,United States,Iran (Islamic Republic of),vittima,2019-06-22,archivio_cfr_2019,U.S. Cyber Command hacked Iranian rocket and missile launch systems in retaliation for the downing of a U.S. drone and attacks on oil tankers in the Strait of Hormuz. Iranian officials said the attack was not successful.,https://www.cfr.org/cyber-operations/attack-on-iranian-computer-systems
Attacks on private U.S. companies,Data destruction,Iran (Islamic Republic of),United States,attore,2019-06-22,archivio_cfr_2019,This threat actor increased malicious activity targeting U.S. companies following a U.S. attack on Iranian computer systems.,https://www.cfr.org/cyber-operations/attacks-on-private-u-s-companies
Compromise of British infrastructure,Espionage,Iran (Islamic Republic of),United Kingdom,attore,2019-04-02,archivio_cfr_2019,"A threat actor compromised the British Post Office and local government networks, stealing personal data—including email addresses and mobile phone numbers—of thousands of employees.",https://www.cfr.org/cyber-operations/compromise-of-british-infrastructure
Global hijacking of domain name system (DNS),Espionage,Iran (Islamic Republic of),"Canada, Korea (Republic of), Lebanon, United Arab Emirates, United States",attore,2019-01-09,archivio_cfr_2019,An unknown actor with a connection to Iran hijacked DNS records to target the traffic of governments and telecommunications organizations around the world.,https://www.cfr.org/cyber-operations/global-hijacking-of-domain-name-system-dns
Attack on Italian oil firm Saipem,Espionage,Iran (Islamic Republic of),"India, Italy, Kuwait, Saudi Arabia, United Arab Emirates, United Kingdom",attore,2018-12-20,archivio_cfr_2019,"An attack on the Italian oil firm Saipem targeted servers based in India, Kuwait, Saudi Arabia, Scotland, and the United Arab Emirates. Hackers used a variant of the Shamoon virus.",https://www.cfr.org/cyber-operations/attack-on-italian-oil-firm-saipem
APT 39,,Iran (Islamic Republic of),"Australia, Egypt, Iraq, Korea (Republic of), Norway, Saudi Arabia, Spain, Turkey",attore,2018-12-12,archivio_cfr_2019,"This threat actor, operating since November 2014, focuses on the Middle East. It mainly targets the telecommunications industry, and also targets the travel industry and supporting IT firms, and the high-tech industry.",https://www.cfr.org/cyber-operations/apt-39
Cobalt Dickens,Espionage,Iran (Islamic Republic of),"Australia, Canada, China, Israel, Japan, Switzerland, Turkey, United Kingdom, United States",attore,2018-08-24,archivio_cfr_2019,This threat actor targets universities around the world for espionage purposes.,https://www.cfr.org/cyber-operations/cobalt-dickens
Operation Parliament,Espionage,,"Afghanistan, Canada, Chile, Denmark, Djibouti, Egypt, Germany, India, Iran (Islamic Republic of), Iraq, Israel, Jordan, Korea (Republic of), Kuwait, Lebanon, Morocco, Oman, Palestine, State of, Qatar, Russian Federation, Saudi Arabia, Serbia, Somalia, Syrian Arab Republic, United Arab Emirates, United Kingdom, United States",vittima,2018-04-12,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to target parliaments, government ministries, academics, and media organizations, primarily in the Middle East, for the purpose of espionage.",https://www.cfr.org/cyber-operations/operation-parliament
Indictment of officials from the Mabna Institute,Espionage,Iran (Islamic Republic of),"Australia, Canada, Denmark, Finland, Germany, Ireland, Israel, Italy, Japan, Korea (Republic of), Malaysia, Netherlands, Norway, Poland, Singapore, Spain, Sweden, Switzerland, Turkey, United Kingdom, United States",attore,2018-03-28,archivio_cfr_2019,"The U.S. Department of Justice indicted nine officials from the Mabna Insititute, an Iranian company alleged to have conducted state-sponsored cyber operations on behalf of the Iranian Revolutionary Guards. They are alleged to have compromised the networks of over 144 U.S. universities, 176 universities in over twenty-one other countries, as well as private sector, government, […]",https://www.cfr.org/cyber-operations/indictment-of-officials-from-the-mabna-institute
Iron Tiger,Espionage,,"Australia, Canada, China, India, Iran (Islamic Republic of), Israel, Japan, Korea (Republic of), Russian Federation, Taiwan, Thailand, United States",vittima,2018-02-01,archivio_cfr_2019,"This threat actor targets governments as well as technology, education, and telecommunications companies primarily in Asia and the United States, for the purpose of espionage.",https://www.cfr.org/cyber-operations/iron-tiger
APT 35,Espionage,Iran (Islamic Republic of),United States,attore,,da_estrarre_con_llm,"This threat actor, whose activities date back to 2014, conducts long-term operations to collect strategic intelligence. They target U.S. and Middle Eastern defense, diplomatic, and government personnel, as well as private industries, including media, energy, business services, and telecommunications.",https://www.cfr.org/cyber-operations/apt-35
APT 34,Espionage,Iran (Islamic Republic of),,attore,2017-12-07,archivio_cfr_2019,"This threat actor targets organizations in the financial, energy, government, chemical, and telecommunications sectors worldwide for the purpose of espionage.",https://www.cfr.org/cyber-operations/apt-34
MuddyWater,Espionage,Iran (Islamic Republic of),"Georgia, India, Iraq, Israel, Pakistan, Saudi Arabia, Turkey, United Arab Emirates, United States",attore,2017-11-14,archivio_cfr_2019,"This threat actor targets governments, primarily in the Middle East and South Asia, for espionage purposes.",https://www.cfr.org/cyber-operations/muddywater
APT 33,Espionage,Iran (Islamic Republic of),"Korea (Republic of), Saudi Arabia, United States",attore,2017-09-20,archivio_cfr_2019,"This threat actor is an Iranian state-sponsored APT that targets private-sector entities in the aviation, energy, and petrochemical sectors for the purpose of espionage. It first became active in late 2015 or early 2016, and has been involved in a three-year campaign against multiple firms in the United States and Saudi Arabia. On December 19, […]",https://www.cfr.org/cyber-operations/apt-33
CopyKittens,Espionage,Iran (Islamic Republic of),"Germany, Israel, Jordan, Saudi Arabia, United States",attore,2017-07-25,archivio_cfr_2019,"This threat actor targets government institutions, universities, defense contractors, and large IT companies for the purpose of espionage.",https://www.cfr.org/cyber-operations/copykittens
Attempted compromise of email accounts associated with the UK Parliament,Espionage,Iran (Islamic Republic of),United Kingdom,attore,2017-06-25,archivio_cfr_2019,"A threat actor attempted to gain access to email accounts associated with members and other staffers of the British Parliament. The incident, originally believed to be the work of Russian or North Korean actors, was later attributed to Iran.",https://www.cfr.org/cyber-operations/attempted-compromise-of-email-accounts-associated-with-the-uk-parliament
Magic Hound,Espionage,Iran (Islamic Republic of),Saudi Arabia,attore,2017-02-15,archivio_cfr_2019,"This threat actor targets entities in the government, energy, and technology sectors that are located in or do business with Saudi Arabia.",https://www.cfr.org/cyber-operations/magic-hound
Greenbug,,Iran (Islamic Republic of),,attore,,da_estrarre_con_llm,Greenbug is believed to be an Iranian threat actor with ties to the group behind the Shamoon malware. It has previously used off-the-shelf tools and living-off-the-land techniques to gain access to South Asian telecommunication companies’ servers. It has also used custom remote access trojans (RAT) to steal information and credentials from Middle Eastern targets.,https://www.cfr.org/cyber-operations/greenbug
Project Sauron,Espionage,United States,"Belgium, China, Iran (Islamic Republic of), Russian Federation, Rwanda, Sweden",vittima,2016-07-08,archivio_cfr_2019,"This threat actor compromises targets in the Military, telecommunications, and financial sectors in Belgium, China, Iran, Russia, Sweden, and elsewhere.",https://www.cfr.org/cyber-operations/project-sauron
Operation Mermaid,Espionage,,"Denmark, Iran (Islamic Republic of)",vittima,2016-07-07,archivio_cfr_2019,This threat actor is based in the Middle East (possibly Iran) and targets English- and Persian-language organizations. It is alleged to be the same group behind a compromise of the Danish Ministry of Foreign Affairs.,https://www.cfr.org/cyber-operations/operation-mermaid
OilRig,Espionage,Iran (Islamic Republic of),"Israel, Kuwait, Lebanon, Qatar, Saudi Arabia, Turkey, United Arab Emirates, United States",attore,2016-01-05,archivio_cfr_2019,"A threat actor believed to be Iran that targets private-sector and government entities for the purpose of espionage. In October 2019, revealed to have been compromised by Turla. Some operations previously attributed to the group may be Turla false flags.",https://www.cfr.org/cyber-operations/oilrig
Chafer,Espionage,Iran (Islamic Republic of),"Israel, Jordan, Saudi Arabia, Turkey, United Arab Emirates",attore,2015-12-07,archivio_cfr_2019,"This threat actor targets organizations in the aerospace, technology, telecommunications, and engineering sectors for the purpose of espionage.",https://www.cfr.org/cyber-operations/chafer
Compromise of social media accounts of State Department officials,Espionage,Iran (Islamic Republic of),United States,attore,2015-11-24,archivio_cfr_2019,A threat actor compromised social media accounts of junior State Department staff to launch spear-phishing campaigns for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-social-media-accounts-of-state-department-officials
Rocket Kitten,Espionage,Iran (Islamic Republic of),"Afghanistan, Canada, Egypt, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kuwait, Saudi Arabia, Syrian Arab Republic, Turkey, United Arab Emirates, United Kingdom, Yemen",entrambi,2015-11-09,archivio_cfr_2019,"This threat actor targets defense contractors and academic institutions in Israel, European government agencies, and civil society actors. It seeks out material related to diplomacy, defense, security, journalism, and human rights for espionage purposes.",https://www.cfr.org/cyber-operations/rocket-kitten
Duqu 2.0,Espionage,Israel,Iran (Islamic Republic of),vittima,2015-06-10,archivio_cfr_2019,"A threat actor, using a tool dubbed Duqu 2.0, targeted individuals and companies linked to the P5+1 (the five permanent member states of the UN Security Council, plus Germany), which was conducting negotiations on Iran’s nuclear program.",https://www.cfr.org/cyber-operations/duqu-2-0
Compromise of networks in the Saudi government ministries,Espionage,Iran (Islamic Republic of),Saudi Arabia,attore,2015-05-21,archivio_cfr_2019,A threat actor compromised the networks of several Saudi government ministries for the purposes of espionage and doxing.,https://www.cfr.org/cyber-operations/compromise-of-networks-in-the-saudi-government-ministries
Equation Group,Espionage,United States,"Afghanistan, Algeria, China, India, Iran (Islamic Republic of), Kenya, Lebanon, Libya, Mali, Pakistan, Russian Federation, Syrian Arab Republic, United Arab Emirates, United Kingdom, Yemen",vittima,2015-02-16,archivio_cfr_2019,"In 2015, Moscow-based Kaspersky Lab published a report on the Equation Group, a threat actor active since 2001 [PDF]. It was responsible for infecting approximately five hundred systems in at least forty-two countries. The malware used by Equation Group had the ability to reprogram hard drives and then self-destruct, which made the operations effectively invisible […]",https://www.cfr.org/cyber-operations/equation-group
Compromise of the Sands Casino,Data destruction,Iran (Islamic Republic of),United States,attore,2014-12-12,archivio_cfr_2019,Threat actors launched a denial of service attack and wiped data from the computer networks at the Sands Casino in Las Vegas.,https://www.cfr.org/cyber-operations/compromise-of-the-sands-casino
Operation Cleaver,Espionage,Iran (Islamic Republic of),"Canada, China, France, Germany, India, Israel, Korea (Republic of), Kuwait, Mexico, Pakistan, Qatar, Saudi Arabia, Turkey, United Kingdom, United States",attore,2014-12-02,archivio_cfr_2019,"This threat actor targets governments and private sector entities for espionage and sabotage purposes. It is believed to be responsible for compromising U.S. Navy computers at the Navy Marine Corps Intranet in San Diego, the U.S. energy company Calpine Corporation, Saudi Aramco, Pemex, Qatar Airways, and Korean Air (http://www.reuters.com/article/2014/12/02/us-cybersecurity-iran-idUSKCN0JG18I20141202)",https://www.cfr.org/cyber-operations/operation-cleaver
Regin,Espionage,"United Kingdom, United States","Afghanistan, Algeria, Belgium, Brazil, Fiji, Germany, India, Indonesia, Iran (Islamic Republic of), Kiribati, Malaysia, Pakistan, Russian Federation, Syrian Arab Republic",vittima,2014-11-24,archivio_cfr_2019,"A threat actor, using a tool dubbed Regin, compromised telecommunications networks and collected information about how those networks operate to facilitate espionage on other targets such as governments, financial institutions, and academics.",https://www.cfr.org/cyber-operations/regin
Turla,Espionage,Russian Federation,"Armenia, Austria, Belarus, France, Germany, India, Iran (Islamic Republic of), Iraq, Kazakhstan, Netherlands, Poland, Romania, Russian Federation, Saudi Arabia, Tajikistan, United States, Uzbekistan",vittima,2014-08-07,archivio_cfr_2019,"This threat actor targets governments, militaries, and research organizations for espionage purposes.",https://www.cfr.org/cyber-operations/turla
Charming Kitten,Espionage,Iran (Islamic Republic of),"Iraq, Israel, Saudi Arabia, United Kingdom, United States",attore,,da_estrarre_con_llm,"This threat actor uses watering hole attacks and fake profiles to lure targets from the U.S. government for espionage purposes. Also believed to target scholars who study Iran, human rights organizations, and the media. At least one cybersecurity company claims that Behzah Mesri, who was indicted by the U.S. Department of Justice for compromising the […]",https://www.cfr.org/cyber-operations/charming-kitten
Saffron Rose,Espionage,Iran (Islamic Republic of),"Iran (Islamic Republic of), United States",entrambi,2014-05-12,archivio_cfr_2019,This threat actor is focused on espionage and targets companies within the U.S. defense industrial base and Iranians who use anticensorship technology.,https://www.cfr.org/cyber-operations/saffron-rose
Compromise of unclassified U.S. Navy network,Espionage,Iran (Islamic Republic of),United States,attore,2013-09-27,archivio_cfr_2019,A threat actor compromised an unclassified U.S. Navy computer network for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-unclassified-u-s-navy-network
Denial of service attacks against U.S. banks in 2012–2013,Denial of service,Iran (Islamic Republic of),United States,attore,2012-09-18,archivio_cfr_2019,"The websites of Bank of America, JPMorgan Chase, Wells Fargo, and other U.S. financial institutions suffered simultaneous outages due to a coordinated denial of service cyberattack in September 2012. Attackers flooded bank servers with junk traffic, preventing users from online banking. An Iranian group called Izz ad-Din al-Qassam Cyber Fighters initially claimed responsibility for the […]",https://www.cfr.org/cyber-operations/denial-of-service-attacks-against-u-s-banks-in-2012-2013
Compromise of Saudi Aramco and RasGas,Data destruction,Iran (Islamic Republic of),Saudi Arabia,attore,2012-08-16,archivio_cfr_2019,"In 2012, threat actors wiped data from approximately thirty-five thousand computers belonging to Saudi Aramco, one of the world’s largest oil companies. Malware called Shamoon stole passwords, wiped data, and prevented computers from rebooting. Hackers calling themselves the “Cutting Sword of Justice” claimed responsibility for the incident, asserting they were retaliating against the al-Saud regime […]",https://www.cfr.org/cyber-operations/compromise-of-saudi-aramco-and-rasgas
Madi,Espionage,Iran (Islamic Republic of),"Iran (Islamic Republic of), Israel, Pakistan, United States",entrambi,2012-07-17,archivio_cfr_2019,"This threat actor compromises engineering firms, government entities, and financial and academic institutions in the United States, Israel, Iran, and Pakistan",https://www.cfr.org/cyber-operations/madi
Flame,Data destruction,"Israel, United States","Austria, Egypt, France, Hungary, Iran (Islamic Republic of), Israel, Lebanon, Russian Federation, Saudi Arabia, Sudan, Syrian Arab Republic, United Arab Emirates",vittima,2012-05-28,archivio_cfr_2019,"A threat actor, using a tool called Flame, targeted computers in the Middle East region; the most compromises were in Iran. This compromise gained widespread coverage due to the modular nature of the malware the threat actors used.",https://www.cfr.org/cyber-operations/flame
Attempted compromise of the BBC Persian TV service,Denial of service,Iran (Islamic Republic of),United Kingdom,attore,2012-03-14,archivio_cfr_2019,A threat actor attempted to jam BBC satellite feeds into Iran and launched a series of automated calls to flood the BBC London office. The incident occurred after the BBC announced a spike in viewership of its Persian TV service.,https://www.cfr.org/cyber-operations/attempted-compromise-of-the-bbc-persian-tv-service
