titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of Hungarian Foreign Ministry networks,Espionage,Russian Federation,Hungary,attore,,da_estrarre_con_llm,The Federal Security Service and the Russian military intelligence agency have conducted cyberattacks against the Hungarian Foreign Ministry since at least 2012 to retrieve critical information Hungary’s diplomatic relations with the North Atlantic Treaty Organization and the European Union (EU).,https://www.cfr.org/cyber-operations/targeting-of-hungarian-foreign-ministry-networks
Targeting of Ukrainian telecommunication company’s internet service,Denial of service,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Russian hackers targeted Ukrainian telecommunication company Ukrtelecom’s internet service, forcing users offline. Whether the malicious activity was a DDoS attack or a more sophisticated intrusion remains unclear. Service was restored fifteen hours after the initial compromise.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-telecommunication-companys-internet-service
Targeting of Ukrainian state bodies,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Russian APT InvisiMole, which has ties to Gamaredon, conducted a phishing campaign targeting Ukrainian organizations with the LoadEdge backdoor. The backdoor allowed Gamaredon to install surveillance software and other malware onto infected systems.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-state-bodies
Targeting of Asus routers,Espionage,Russian Federation,"Canada, India, Russian Federation, United States",entrambi,,da_estrarre_con_llm,"Sandworm targeted WatchGuard and ASUS routers with Cyclops Blink malware, an advanced modular botnet. The malware gives Sandworm access to data and files stored on compromised networks. The malware affects devices that do not belong to critical organizations, suggesting that its purpose may be to build infrastructure for later attacks on high-value targets.",https://www.cfr.org/cyber-operations/targeting-of-asus-routers
Targeting of Ukrainian organizations with CaddyWiper,Sabotage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Sandworm targeted Ukrainian organizations with CaddyWiper malware, destroying user data hosted on several dozen systems. Evidence suggests Sandworm infiltrated the targets’ networks before installing the wiper.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-organizations-with-caddywiper
Targeting of Viasat’s satellite broadband service,Sabotage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"The Russian military intelligence agency, known as GRU, targeted the internet provider Viasat’s satellite modems with a wiper that caused widespread communication outages throughout Ukraine on February 24, the same day Russian forces invaded the country.  The attack caused a loss in military communications at the start of the war and affected other government services. The […]",https://www.cfr.org/cyber-operations/targeting-of-viasats-satellite-broadband-service
Targeting of Moscow Stock Exchange and Sberbank websites,Denial of service,Ukraine,Russian Federation,vittima,,da_estrarre_con_llm,Hackers from Ukraine’s IT Army targeted the websites of the Moscow Stock Exchange and Russian lender Sberbank with a DDoS attack. The incident was planned and conducted through posts on Telegram channels and other social media directing thousands of members to attack specified targets.,https://www.cfr.org/cyber-operations/targeting-of-moscow-stock-exchange-and-sberbank-websites
Ukrainian IT Army,Denial of service,Ukraine,"Belarus, Russian Federation",vittima,,da_estrarre_con_llm,The Ukrainian IT Army is a threat actor comprised of international and Ukrainian volunteer hackers working in collaboration with officials from Ukraine’s defense ministry to target Russian infrastructure and websites. The IT Army is organized through a Telegram channel where new Russian targets are listed for volunteers to attack.,https://www.cfr.org/cyber-operations/ukrainian-it-army
Targeting of Ukrainian and Polish military personnel,Espionage,"Belarus, Russian Federation","Poland, Ukraine",attore,,da_estrarre_con_llm,"Belarusian threat actor UNC1151 targeted the private email addresses of Ukrainian soldiers in a phishing attack. UNC1151 hacked the email accounts of military personnel and then leveraged the compromised address books to send further malicious emails, many of which were sent to Polish military personnel.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-and-polish-military-personnel
"Targeting of Latvian, Lithuanian, and Ukrainian computer systems",Data destruction,Russian Federation,"Latvia, Lithuania, Ukraine",attore,,da_estrarre_con_llm,"Russian threat actors targeted computer systems in Latvia, Lithuania, and Ukraine with a wiper dubbed HermeticWiper. The malware was aimed at Windows devices, corrupting systems’ master boot records, displaying signs of ransomware as a decoy, and destroying stored data. This followed another wiper attack aimed at Ukraine in January.",https://www.cfr.org/cyber-operations/targeting-of-latvian-lithuanian-and-ukrainian-computer-systems
Targeting of Ukrainian government websites,Denial of service,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Hackers for the Russian military intelligence agency, known as GRU, targeted the websites of the Ukrainian parliament, Ministry of Foreign Affairs, Council of Ministers, and the Security Service of Ukraine with a DDoS attack that took the sites offline for two hours. A destructive wiper attack impacting hundreds of machines in Ukraine was reported simultaneously.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-government-websites
"Targeting of Ukrainian, Latvian, and Lithuanian computer systems",Data destruction,Russian Federation,"Latvia, Lithuania, Ukraine",attore,,da_estrarre_con_llm,"Russian threat actors targeted computer systems in Ukraine, Latvia, and Lithuania with a HermeticWiper malware attack. The malware was aimed at Windows devices, corrupting systems’ master boot records, displaying signs of ransomware as a decoy, and destroying stored data.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-latvian-and-lithuanian-computer-systems
Targeting of Ukrainian banks and defense ministry,Denial of service,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Russia targeted the Ukrainian defense ministry website and multiple banks with a DDoS attack, taking their sites offline and halting ATM service in some cases. Ukraine, the United States, and the United Kingdom attributed the attack to Russia, which denied the accusations.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-banks-and-defense-ministry
Targeting of American defense contractors,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,"For at least two years spanning from January 2020 through February 2022, Russian state-sponsored threat actors targeted American cleared defense contractors (CDCs) to acquire and exfiltrate sensitive data and export-controlled technology. These CDCs were contracted by the Department of Defense (DoD) and the U.S. Intelligence Community in areas including command and control, intelligence, surveillance, and […]",https://www.cfr.org/cyber-operations/targeting-of-american-defense-contractors
Targeting of Ukrainian organizations and Western government entity,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Russian threat actor Gamaredon used spear-phishing emails and malware to target Ukrainian emergency response, security, and aid distribution organizations. In addition, Gamaredon presumably targeted a Western government entity in Ukraine.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-organizations-and-western-government-entity
Targeting of Ukrainian government and information technology (IT) sector systems with WhisperGate malware,Data destruction,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"The Russian Army’s Main Intelligence Directorate (the GRU) used WhisperGate wiper malware on Ukrainian systems on January 13, 2022. The wiper masqueraded as ransomware, offering victims the chance to decrypt their data for a fee, while in reality, the malware wiped the system. The wiper was found on systems throughout Ukraine, including the foreign ministry […]",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-government-and-information-technology-it-sector-systems-with-whispergate-malware
Targeting of Russian diplomats in Asia,Espionage,Korea (Democratic People's Republic of),"Indonesia, Russian Federation",vittima,,da_estrarre_con_llm,The North Korean threat actor Konni launched a spear-phishing campaign against Russian diplomats in Indonesia. Konni spoofed the email address of the Russian embassy in Serbia to send a fake celebratory email that downloaded a remote access trojan once opened.,https://www.cfr.org/cyber-operations/targeting-of-russian-diplomats-in-asia
Targeting of French public organizations,Espionage,Russian Federation,France,attore,,da_estrarre_con_llm,"Nobelium, a Russian threat actor, is believed to have compromised the servers of several French organizations as early as February 2021 to launch spear-phishing attacks against foreign organizations.",https://www.cfr.org/cyber-operations/targeting-of-french-public-organizations
Targeting of REvil,Data destruction,United States,Russian Federation,vittima,,da_estrarre_con_llm,"The FBI, U.S. Cyber Command, and allied governments took down the Tor servers of the ransomware gang REvil.",https://www.cfr.org/cyber-operations/targeting-of-revil
Targeting of various industries through Gmail compromises,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,"APT28 was detected conducting a wide-ranging phishing attack against more than fourteen thousand Gmail users who work as activists, journalists, and national security officials.",https://www.cfr.org/cyber-operations/targeting-of-various-industries-through-gmail-compromises
"Targeting of major aerospace companies in the United States, Russia, Europe, and the Middle East",,Iran (Islamic Republic of),"Russian Federation, United States",vittima,,da_estrarre_con_llm,An Iranian-linked threat actor dubbed MalKamak used a remote access Trojan (RAT) known as ShellClient to target aerospace and telecommunication companies. The RAT employed had been in development since at least 2018 and piggybacked off of Dropbox servers.,https://www.cfr.org/cyber-operations/targeting-of-major-aerospace-companies-in-the-united-states-russia-europe-and-the-middle-east
Calypso,Espionage,China,"Afghanistan, Brazil, Indonesia, Russian Federation, Thailand, Turkey",vittima,,da_estrarre_con_llm,"Calypso has been observed targeting government agencies worldwide since 2016, including institutions in Brazil, Indonesia, Russia, Thailand, and Turkey. The group was also implicated in a breach of Afghan telecommunication company Roshan.",https://www.cfr.org/cyber-operations/calypso
Targeting of Slovakian government agencies,Espionage,Russian Federation,Slovakia,attore,,da_estrarre_con_llm,Nobelium launched spear-phishing attacks against Slovakian diplomats by posing as the Slovak National Security Authority.,https://www.cfr.org/cyber-operations/targeting-of-slovakian-government-agencies
"Targeting of the United States, Belarus, Canada, Mongolia, and Russia in an espionage operation",Espionage,China,"Belarus, Canada, Mongolia, Russian Federation, United States",vittima,,da_estrarre_con_llm,APT 31 was detected using a new remote access Trojan horse in more than ten attacks throughout the first half of 2021 to target governmental groups in Russia and several other countries.,https://www.cfr.org/cyber-operations/targeting-of-the-united-states-belarus-canada-mongolia-and-russia-in-an-espionage-operation
Targeting of Ukrainian naval exercises,Defacement,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,Russian hackers were accused of defacing the Ukrainian Navy’s website and uploading fake documents to spread disinformation about the annual Sea Breeze military exercises.,https://www.cfr.org/cyber-operations/targeting-of-ukrainian-naval-exercises
Targeting of Republican National Committee,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,"Cozy Bear, a group of Russian-sponsored hackers, were accused of breaking into the U.S. Republican National Committee’s computer systems. How much access the group obtained or what information they were able to remove is unknown",https://www.cfr.org/cyber-operations/targeting-of-republican-national-committee
Targeting of Dutch police in the investigation of flight MH17 shootdown,Espionage,Russian Federation,Netherlands,attore,,da_estrarre_con_llm,The Dutch police units investigating the destruction of Malaysia Airlines Flight 17 over Ukraine in 2014 were hacked sometime in 2017 by groups associated with the Russian intelligence services.,https://www.cfr.org/cyber-operations/targeting-of-dutch-police-in-the-investigation-of-flight-mh17-shootdown
Targeting of Russian government agencies,Espionage,China,Russian Federation,vittima,,da_estrarre_con_llm,Chinese-linked hacking group TA428 is believed to be responsible for a series of attacks on the Russian government in late 2020. The goal of the attackers was to penetrate officials’ emails and classified networks and steal information.,https://www.cfr.org/cyber-operations/targeting-of-russian-government-agencies
Targeting of Ukrainian agencies in Russian spear-phishing campaign,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,Russian hackers targeted Ukrainian officials in a series of spear-phishing attacks to gain access to government servers for espionage purposes.,https://www.cfr.org/cyber-operations/targeting-of-ukrainian-agencies-in-russian-spear-phishing-campaign
Targeting of cloud computing servers in brute force attacks,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,Russian hackers targeted various enterprise and cloud computing companies across the world with brute force attacks in attempts to gain access.,https://www.cfr.org/cyber-operations/targeting-of-cloud-computing-servers-in-brute-force-attacks
Targeting of U.S. Agency for International Development,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,The Russian hacking group Nobelium compromised the company hosting the servers for the U.S. Agency for International Development (USAID) and used its access to send phishing emails to other aid groups.,https://www.cfr.org/cyber-operations/targeting-of-u-s-agency-for-international-development
Targeting of Russian submarine designer,Espionage,China,Russian Federation,vittima,,da_estrarre_con_llm,Chinese-linked hackers targeted the general director of a Russian nuclear submarine design company with a spear-phishing email designed to share a malicious link.,https://www.cfr.org/cyber-operations/targeting-of-russian-submarine-designer
Targeting of Ukrainian elected officials by Russian-sponsored hackers,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"From January 2021 to at least March 2021, Gamaredon, a group associated with Russian intelligence agencies, sent malicious documents to several high-ranking Ukranian officials. The objectives of this spear-phishing campaign are still unclear.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-elected-officials-by-russian-sponsored-hackers
Targeting of classified government data in Ukraine,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Unnamed Russian threat actors attempted a large-scale cyber operation to obtain classified government data. However, Ukrainian authorities prevented a breach.",https://www.cfr.org/cyber-operations/targeting-of-classified-government-data-in-ukraine
Targeting of Ukrainian government document management system,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Russian threat actor Gamaredon targeted users of the Ukrainian government’s document management system, the System of Electronic Interaction of Executive Bodies (SEIEB), with malware-encrypted documents.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-government-document-management-system
Targeting of Ukrainian web servers,Denial of service,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,Russian threat actors targeted vulnerable web servers of multiple Ukrainian security and defense organizations with a virus that added them to a botnet used to carry out distributed denial of service attacks.,https://www.cfr.org/cyber-operations/targeting-of-ukrainian-web-servers
Targeting of French IT monitoring company,Espionage,Russian Federation,France,attore,,da_estrarre_con_llm,Russian APT Sandworm used two different malware strains to hack the IT monitoring software of French cybersecurity firm Centreon. The hacking campaign lasted from 2017 to 2020 and only affected entities using the open-source version of Centreon’s software.,https://www.cfr.org/cyber-operations/targeting-of-french-it-monitoring-company
Targeting of Malwarebytes’ Office 365 tenant,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"The same threat actor that compromised SolarWinds abused applications with privileged access to Microsoft 365 and Azure environments, granting the actor access to a limited subset of Malwarebytes’ internal emails.",https://www.cfr.org/cyber-operations/targeting-of-malwarebytes-office-365-tenant
Targeting of SolarWinds customers,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"The Russian APT group Cozy Bear inserted malware into a service that pushes software updates for SolarWinds’ Orion platform, which is used across countless U.S. government agencies and Fortune 500 firms. FireEye was the first to reveal that it had fallen victim to the intrusion and later presented evidence that the Orion platform was compromised […]",https://www.cfr.org/cyber-operations/targeting-of-solarwinds-customers
Targeting of unnamed European foreign ministry,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,The Russian threat actor Turla used specialized malware called Crutch to exfiltrate documents belonging to an unidentified European foreign ministry.,https://www.cfr.org/cyber-operations/targeting-of-unnamed-european-foreign-ministry
Targeting of pharmaceutical companies and vaccine researchers with password spraying,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,Russian hackers used password spraying in attempts to access accounts belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/targeting-of-pharmaceutical-companies-and-vaccine-researchers-with-password-spraying
Targeting of U.S. government networks,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,"Russian hackers used publicly known networking gear vulnerabilities to steal data from U.S. state, local, territorial, and aviation computer networks. The Cybersecurity and Infrastructure Security Agency and the FBI reported that the stolen information included network configurations and vendor lists and that the hackers potentially had access to election information.",https://www.cfr.org/cyber-operations/targeting-of-u-s-government-networks
Targeting of Russian aerospace and defense companies,Espionage,Korea (Democratic People's Republic of),Russian Federation,vittima,,da_estrarre_con_llm,North Korean hackers used spear-phishing emails and social media messages in hopes of stealing credentials related to Russian aerospace and defense companies.,https://www.cfr.org/cyber-operations/targeting-of-russian-aerospace-and-defense-companies
"Targeting of Tokyo Olympics organizers, logistics services, and sponsors",Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"The Russian threat group Sandworm targeted Tokyo Olympics organizers, logistics services, and sponsors through cyber reconnaissance operations.",https://www.cfr.org/cyber-operations/targeting-of-tokyo-olympics-organizers-logistics-services-and-sponsors
Targeting of the Norwegian parliament’s email system,Espionage,Russian Federation,Norway,attore,,da_estrarre_con_llm,Russian hackers compromised email accounts of Norwegian politicians and parliament employees. The intrusion occurred months after Norway warned that “Russia shows increased willingness and ability to use a wide range of instruments to achieve its political goals.”,https://www.cfr.org/cyber-operations/targeting-of-the-norwegian-parliaments-email-system
Targeting of TrickBot computer networks,Sabotage,United States,Russian Federation,vittima,,da_estrarre_con_llm,"U.S. hackers targeted the Russian botnet Trickbot, known for spreading the Ryuk ransomware, in preparation for the 2020 U.S. presidential election.",https://www.cfr.org/cyber-operations/targeting-of-trickbot-computer-networks
"Targeting of entities in India, Kazakhstan, Kyrgyzstan, Malaysia, Russia, and Ukraine",Espionage,China,"India, Kazakhstan, Malaysia, Russian Federation, Ukraine",vittima,,da_estrarre_con_llm,"Chinese hackers distributed SlothfulMedia malware, which modifies files and logs keystrokes. Specific targets have yet to be disclosed.",https://www.cfr.org/cyber-operations/targeting-of-entities-in-india-kazakhstan-kyrgyzstan-malaysia-russia-and-ukraine
Penetration of unnamed U.S. federal agency,Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,Russian hackers used compromised credentials to install malware and ultimately steal files from unnamed U.S. government agency computers.,https://www.cfr.org/cyber-operations/penetration-of-unnamed-u-s-federal-agency
Targeting of Azerbaijani government networks,Espionage,Russian Federation,Azerbaijan,attore,,da_estrarre_con_llm,"Responsible for disguising Zebrocy malware, which creates a persistent backdoor, as North Atlantic Treaty Organization (NATO) training materials. Azerbaijan, which cooperates with NATO, is a suspected target.",https://www.cfr.org/cyber-operations/targeting-of-azerbaijani-government-networks
"Targeting of U.S. political campaigns, advocacy groups, and political consultancies",Espionage,Russian Federation,United States,attore,,da_estrarre_con_llm,"Russian hackers attempted to steal log-in credentials primarily belonging to more than two hundred political campaigns, advocacy groups, parties, and consultants.",https://www.cfr.org/cyber-operations/targeting-of-u-s-political-campaigns-advocacy-groups-and-political-consultancies
U.S. Cyber Command,Sabotage,United States of America,Russian Federation,vittima,,da_estrarre_con_llm,"Responsible for orchestrating and executing various operations to protect the United States and its interests, including steps to disrupt the Internet Research Agency and the Trickbot botnet.",https://www.cfr.org/cyber-operations/u-s-cyber-command
Targeting of United Kingdom trade minister’s email account,Espionage,Russian Federation,United Kingdom,attore,,da_estrarre_con_llm,"Hackers accessed the account of former United Kingdom (UK) Trade Minister Liam Fox, between July 12 and October 21 2019, stealing six tranches of documents detailing British trade negotiations with the United States. Hackers then released the documents as part of a Russian disinformation campaign targeting the 2019 UK general election.",https://www.cfr.org/cyber-operations/targeting-of-united-kingdom-trade-ministers-email-account
Ghostwriter,,Russian Federation,"Latvia, Lithuania, Poland",attore,,da_estrarre_con_llm,Believed to be responsible for conducting a hacking and information operations campaign in Eastern Europe. Hackers compromised websites and email accounts and used them to publish fabricated documents pushing anti–North Atlantic Treaty Organization (NATO) narratives. They then donned fake personas of local officials to promote the fabricated documents on social media.,https://www.cfr.org/cyber-operations/ghostwriter
"Targeting of websites in Latvia, Lithuania, and Poland",Defacement,Russian Federation,"Latvia, Lithuania, Poland",attore,,da_estrarre_con_llm,"Hackers targeted websites and email accounts in Latvia, Lithuania, and Poland to publish fabricated documents pushing anti–North Atlantic Treaty Organization (NATO) narratives consistent with Kremlin talking points.",https://www.cfr.org/cyber-operations/targeting-of-websites-in-latvia-lithuania-and-poland
Targeting of Ukrainian government organizations,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,Hackers sent spear-phishing emails to the accounts of officials in various Ukrainian government organizations. The emails contained attachments that downloaded malware when opened.,https://www.cfr.org/cyber-operations/targeting-of-ukrainian-government-organizations
Targeting of email servers using Exim mail transfer agent,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"Hackers from Sandworm exploited a zero-day vulnerability in Exim mail transfer agent software, which runs on email servers around the world, granting them the ability to remotely execute commands on the compromised servers.",https://www.cfr.org/cyber-operations/targeting-of-email-servers-using-exim-mail-transfer-agent
Targeting of ministries of foreign affairs and a national parliament in Central Asia and Eastern Europe,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"Hackers used a remote access trojan (RAT), ComRAT v4, to exfiltrate sensitive documents from Central Asian and Eastern European government computers.",https://www.cfr.org/cyber-operations/targeting-of-ministries-of-foreign-affairs-and-a-national-parliament-in-central-asia-and-eastern-europe
Targeting of German critical infrastructure owners,Espionage,Russian Federation,Germany,attore,,da_estrarre_con_llm,Hackers used supply chain vulnerabilities to access German critical infrastructure companies’ information technology (IT) systems.,https://www.cfr.org/cyber-operations/targeting-of-german-critical-infrastructure-owners
Targeting of Poland’s War Studies University,Defacement,Russian Federation,Poland,attore,,da_estrarre_con_llm,"Hackers breached Poland’s War Studies University’s website and posted a fake letter from the university’s commander, urging Polish soldiers “to fight against the American occupation.”",https://www.cfr.org/cyber-operations/targeting-of-polands-war-studies-university
"Global phishing campaign against industrial, government, and civil society targets",Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"The Russian threat actor APT 28 used phishing campaigns to steal credentials from organizations across the world, in government, private sector, and civil society. They also searched the internet for vulnerable webmail servers.",https://www.cfr.org/cyber-operations/global-phishing-campaign-against-industrial-government-and-civil-society-targets
Targeting of Ukraine with coronavirus phishing emails,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"The Russian hackers Hades (aka APT 28) targeted Ukraine with coronavirus-themed phishing emails. At the same time, viral disinformation about the virus spread in Ukraine, causing riots.",https://www.cfr.org/cyber-operations/targeting-of-ukraine-with-coronavirus-phishing-emails
Watering-hole attacks targeting Armenian government websites,Espionage,Russian Federation,Armenia,attore,,da_estrarre_con_llm,"The Russian threat actor Turla compromised four Armenian websites, two belonging to the government and two closely related, to use in a strategic web compromise/watering-hole attack.",https://www.cfr.org/cyber-operations/watering-hole-attacks-targeting-armenian-government-websites
"Targeting of Japan, Russia, and South Korean entities",Espionage,China,"Japan, Korea (Republic of), Russian Federation",vittima,,da_estrarre_con_llm,"The Chinese government–aligned APT Tonto Team used Bisonal malware for over ten years in various campaigns against entities in Japan, Russia, and South Korea.",https://www.cfr.org/cyber-operations/targeting-of-japan-russia-and-south-korean-entities
Tonto Team,,China,"Japan, Korea (Republic of), Russian Federation",vittima,,da_estrarre_con_llm,"Chinese government-aligned APT that used Bisonal malware for over ten years in various campaigns against entities in Japan, Russia, and South Korea.",https://www.cfr.org/cyber-operations/tonto-team
Attack on Austrian foreign ministry,Espionage,Russian Federation,Austria,attore,,da_estrarre_con_llm,The suspected Russian hackers conducted a weeks-long attack on Austria’s foreign ministry.,https://www.cfr.org/cyber-operations/attack-on-austrian-foreign-ministry
Intensified attacks against Ukrainian national security targets,Sabotage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,The Russia-aligned threat actor Gamaredon intensified its efforts to compromise Ukrainian defense and intelligence targets. The attacks include both cyberespionage and attempted sabotage of physical assets.,https://www.cfr.org/cyber-operations/intensified-attacks-against-ukrainian-national-security-targets
Targeting of Burisma,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"The alleged Russian actors hacked Burisma, a Ukrainian gas company whose board Joe Biden’s son sat on. President Trump had previously pressed Ukraine to open an investigation into Biden and Burisma, which led to his impeachment.",https://www.cfr.org/cyber-operations/targeting-of-burisma
Targeting of Ukrainian government entities,Espionage,Russian Federation,Ukraine,attore,,da_estrarre_con_llm,"Gamaredon, a Russian-speaking APT, targeted Ukrainian government entities from September to November 2019.",https://www.cfr.org/cyber-operations/targeting-of-ukrainian-government-entities
DarkUniverse,,Russian Federation,"Afghanistan, Belarus, Ethiopia, Iran (Islamic Republic of), Russian Federation, Sudan, Syrian Arab Republic, Tanzania, United Republic of, United Arab Emirates",entrambi,,da_estrarre_con_llm,"DarkUniverse was a threat group affiliated with Russia that was active for at least eight years, from 2009 until 2017.",https://www.cfr.org/cyber-operations/darkuniverse
Large-scale attacks against Georgia,Sabotage,Russian Federation,Georgia,attore,,da_estrarre_con_llm,Russian group Sandworm carried out large-scale cyberattacks against targets in Georgia.,https://www.cfr.org/cyber-operations/large-scale-attacks-against-georgia
Hijacking of Iranian hacking infrastructure,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,The Russian threat actor Turla took over an Iranian espionage operation belonging to Iranian-linked APT 34 (aka Oilrig) and used it to attack a number of targets while masquerading as Iran.,https://www.cfr.org/cyber-operations/hijacking-of-iranian-hacking-infrastructure
Targeting of European ministries,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,"Believed to have gone dark, Russian threat actor the Dukes targeted the ministries of foreign affairs of three European countries and a European Union (EU) country embassy in the United States with malware.",https://www.cfr.org/cyber-operations/targeting-of-european-ministries
Targeting of Czech Foreign Ministry,Espionage,Russian Federation,Czech Republic,attore,,da_estrarre_con_llm,A threat actor launched a persistent campaign against the Foreign Ministry of the Czech Republic that lasted several months. This campaign follows previous attacks on the Czech Foreign Ministry in 2018 and 2017.,https://www.cfr.org/cyber-operations/targeting-of-czech-foreign-ministry
Targeting of embassies and foreign ministries in Eastern Europe and Central Asia,,Russian Federation,,attore,,da_estrarre_con_llm,"A threat actor targeted embassies and foreign ministries in Eastern Europe and Central Asia with a phishing campaign that deployed a form of Zebrocy malware on computers, creating backdoors.",https://www.cfr.org/cyber-operations/targeting-of-embassies-and-foreign-ministries-in-eastern-europe-and-central-asia
Targeting of Internet of Things (IoT) devices used by Microsoft customers,,Russian Federation,,attore,,da_estrarre_con_llm,"The threat actor exploited office devices’ weak, outdated security to access the networks of several Microsoft customers and infiltrate accounts with more privileges.",https://www.cfr.org/cyber-operations/targeting-of-internet-of-things-iot-devices-used-by-microsoft-customers
Targeting of investigative journalists at Bellingcat,Espionage,Russian Federation,,attore,,da_estrarre_con_llm,A threat actor conducted a phishing attack on investigative journalists at Bellingcat who have been probing Russian intelligence activities.,https://www.cfr.org/cyber-operations/targeting-of-investigative-journalists-at-bellingcat
Compromise of Yandex,Espionage,"Australia, Canada, New Zealand, United Kingdom, United States",Russian Federation,vittima,2019-06-27,archivio_cfr_2019,"This threat actor deployed Regin, a rare type of malware, in an attempt to spy on user accounts for Yandex, a Russian search engine and email provider.",https://www.cfr.org/cyber-operations/compromise-of-yandex
2019 Indonesian elections,Espionage,"China, Russian Federation",Indonesia,attore,2019-03-12,archivio_cfr_2019,Senior Indonesian election officials accused Chinese and Russian hackers of manipulating and modifying Indonesia’s voter data base to disrupt the presidential elections.,https://www.cfr.org/cyber-operations/2019-indonesian-elections
Whitefly,,,"Russian Federation, Singapore, United Kingdom",vittima,2019-03-06,archivio_cfr_2019,"This threat actor has been active since mid-2017, targeting mainly health-care, media, telecommunications, and engineering organizations in Singapore, in addition to multinational companies with a presence in the country. The group has also targeted defense, telecommunications, and energy companies in Russia, the United Kingdom, and Southeast Asia. The group relies on a combination of custom […]",https://www.cfr.org/cyber-operations/whitefly
U.S. Cyber Command offensive attack of Russian troll farm,Denial of service,United States,Russian Federation,vittima,2019-02-27,archivio_cfr_2019,"In November 2018, the U.S. Cyber Command launched an offensive campaign to combat a Russian troll operation known for using disinformation tactics.",https://www.cfr.org/cyber-operations/u-s-cyber-command-offensive-attack-of-russian-troll-farm
Targeting of Internet Research Agency,Sabotage,United States of America,Russian Federation,vittima,,da_estrarre_con_llm,"U.S. Cyber Command conducted operations to disable online activities of the Internet Research Agency (IRA), a Russia-based company closely affiliated to the Russian government that conducts information operations. The operation was meant to prevent the IRA from interfering in the 2018 U.S. midterm elections.",https://www.cfr.org/cyber-operations/targeting-of-internet-research-agency
Targeting of U.S. and European think tanks,Espionage,Russian Federation,"Germany, United States",attore,2019-01-31,archivio_cfr_2019,"Hackers set up fake login pages or sent spoof e-mails to people who work with the think tanks in an attempt to trick them into handing over information, such as passwords.",https://www.cfr.org/cyber-operations/targeting-of-u-s-and-european-think-tanks
Attempted attack on the Democratic National Convention (DNC) during 2018 elections,Espionage,Russian Federation,United States,attore,2019-01-18,archivio_cfr_2019,The DNC alleged it was targeted in an unsuccessful cyberattack eight days after the 2018 elections in an attempted spear-phishing campaign.,https://www.cfr.org/cyber-operations/attempted-attack-on-the-democratic-national-convention-dnc-during-2018-elections
Attempt to compromise Ukraine’s judicial system,Espionage,Russian Federation,Ukraine,attore,2018-12-04,archivio_cfr_2019,Ukraine’s security agency thwarted an attack attempting to target the country’s court system.,https://www.cfr.org/cyber-operations/attempt-to-compromise-ukraines-judicial-system
