titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of U.S. oil and gas companies,Espionage,China,United States,vittima,,da_estrarre_con_llm,"The U.S. Cybersecurity and Infrastructure Security Agency released the indicators of compromise for a series of attacks on U.S. oil and gas companies, which lasted from 2011 to 2013. The agency confirmed that at least twenty companies had been compromised and that the depth of the intrusions was not entirely clear.",https://www.cfr.org/cyber-operations/targeting-of-u-s-oil-and-gas-companies
Targeting of U.S. defense industry using Facebook,Espionage,Iran (Islamic Republic of),"United Kingdom, United States",vittima,,da_estrarre_con_llm,Iran was accused of attempting to break into the personal accounts of over two hundred senior defense personnel in the United States and United Kingdom. The individuals were targeted in phishing attacks.,https://www.cfr.org/cyber-operations/targeting-of-u-s-defense-industry-using-facebook
Targeting of prospective engineers and programmers,Espionage,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,Lazarus Group was accused of sending phishing emails pretending to be from major engineering firms to engineers looking for work. The engineers were prompted to download malicious Microsoft Word documents.,https://www.cfr.org/cyber-operations/targeting-of-prospective-engineers-and-programmers
Targeting of Republican National Committee,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"Cozy Bear, a group of Russian-sponsored hackers, were accused of breaking into the U.S. Republican National Committee’s computer systems. How much access the group obtained or what information they were able to remove is unknown",https://www.cfr.org/cyber-operations/targeting-of-republican-national-committee
Targeting of cloud computing servers in brute force attacks,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,Russian hackers targeted various enterprise and cloud computing companies across the world with brute force attacks in attempts to gain access.,https://www.cfr.org/cyber-operations/targeting-of-cloud-computing-servers-in-brute-force-attacks
Targeting of U.S. Agency for International Development,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,The Russian hacking group Nobelium compromised the company hosting the servers for the U.S. Agency for International Development (USAID) and used its access to send phishing emails to other aid groups.,https://www.cfr.org/cyber-operations/targeting-of-u-s-agency-for-international-development
Targeting of U.S. federal agencies via PulseSecure VPN,Espionage,China,United States,vittima,,da_estrarre_con_llm,"Five U.S. federal agencies were targeted in a Chinese espionage operation, along with several defense contractors and financial institutions in the country. The hackers made use of zero-day vulnerabilities in the PulseSecure VPN system to gain access to the different organizations’ systems.",https://www.cfr.org/cyber-operations/targeting-of-u-s-federal-agencies-via-pulsesecure-vpn
Targeting of U.S. and Israeli medical researchers,Espionage,Iran (Islamic Republic of),"Israel, United States",vittima,,da_estrarre_con_llm,The Iranian threat actor Charming Kitten targeted medical researchers in the United States and Israel with spear-phishing techniques. The threat actor used a malicious Gmail account masquerading as a prominent Israeli physicist to trick targets into downloading malware.,https://www.cfr.org/cyber-operations/targeting-of-u-s-and-israeli-medical-researchers
"Targeting of Uyghur activists, journalists, and dissidents",Espionage,China,"Australia, Canada, Kazakhstan, Syrian Arab Republic, Turkey, United States",vittima,,da_estrarre_con_llm,The Chinese threat actor Evil Eye used fake Facebook profiles and websites that masqueraded as legitimate Turkish and Uyghur news sites to disseminate malicious links to Uyghur activists around the world.,https://www.cfr.org/cyber-operations/targeting-of-uyghur-activists-journalists-and-dissidents
Targeting of telecommunications companies’ employees,Espionage,China,"Hong Kong, India, Myanmar, United States",vittima,,da_estrarre_con_llm,The Chinese APT Mustang Panda phished telecommunications companies’ employees by sending them malicious domains masquerading as Huawei’s career site.,https://www.cfr.org/cyber-operations/targeting-of-telecommunications-companies-employees
Hafnium,Espionage,China,United States,vittima,,da_estrarre_con_llm,"The Chinese APT believed to be behind the exploitation of vulnerabilities in the Microsoft Exchange email server to access user emails. Historically, Hafnium has primarily targeted entities in the United States.",https://www.cfr.org/cyber-operations/hafnium
Targeting of Pfizer vaccine data,Espionage,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,South Korean lawmaker Ha Tae-keung told reporters that North Korean hackers attempted to steal COVID-19 vaccine data from U.S. pharmaceutical company Pfizer. It is unclear whether the alleged operation was successful.,https://www.cfr.org/cyber-operations/targeting-of-pfizer-vaccine-data
Targeting of Qatari royal family,Espionage,United Arab Emirates,"Qatar, United States",vittima,,da_estrarre_con_llm,"The United Arab Emirates, using hackers contracted through CyberPoint, intercepted emails between former First Lady Michelle Obama and Her Highness Sheikha Moza bint Nasser of Qatar. The operation took place in 2015 but remained unreported until February 2021.",https://www.cfr.org/cyber-operations/targeting-of-qatari-royal-family
Targeting of SolarWinds,Espionage,China,United States,vittima,,da_estrarre_con_llm,"Suspected Chinese hackers breached SolarWinds software, potentially accessing payroll information for hundreds of thousands of federal employees. Details about specific actors and the scale of the breach remain unknown.",https://www.cfr.org/cyber-operations/targeting-of-solarwinds
Take down of EMOTET botnet,Sabotage,"Canada, France, Germany, Lithuania, Netherlands, Ukraine, United Kingdom, United States",,attore,,da_estrarre_con_llm,An international coalition of law enforcement authorities successfully took down notorious criminal botnet EMOTET by taking control of its command-and-control servers.,https://www.cfr.org/cyber-operations/take-down-of-emotet-botnet
Disruption of NetWalker ransomware,Sabotage,"Bulgaria, United States",Canada,attore,,da_estrarre_con_llm,"U.S. and Bulgarian authorities disrupted the NetWalker ransomware in a coordinated effort that disabled dark web resources and led to the arrest of a Canadian citizen and the seizure of approximately $500,000 in cryptocurrency delivered by victims as ransomware payments.",https://www.cfr.org/cyber-operations/disruption-of-netwalker-ransomware
Targeting of U.S. government agency networks,Espionage,China,United States,vittima,,da_estrarre_con_llm,Chinese hackers scanned networks in search of virtual private network (VPN) and email server vulnerabilities with the aim of exfiltrating data.,https://www.cfr.org/cyber-operations/targeting-of-u-s-government-agency-networks
Zinc,Espionage,Korea (Democratic People's Republic of),"Canada, France, India, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,Hackers posing as recruiters in spear-phishing emails to steal credentials belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/zinc
Cerium,Espionage,Korea (Democratic People's Republic of),"Canada, France, India, Korea (Republic of), United States",vittima,,da_estrarre_con_llm,Hackers posing as World Health Organization officials in spear-phishing emails to steal credentials belonging to individuals involved in vaccine development.,https://www.cfr.org/cyber-operations/cerium
Targeting of U.S. government networks,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"Russian hackers used publicly known networking gear vulnerabilities to steal data from U.S. state, local, territorial, and aviation computer networks. The Cybersecurity and Infrastructure Security Agency and the FBI reported that the stolen information included network configurations and vendor lists and that the hackers potentially had access to election information.",https://www.cfr.org/cyber-operations/targeting-of-u-s-government-networks
Targeting of TrickBot computer networks,Sabotage,United States,Russian Federation,attore,,da_estrarre_con_llm,"U.S. hackers targeted the Russian botnet Trickbot, known for spreading the Ryuk ransomware, in preparation for the 2020 U.S. presidential election.",https://www.cfr.org/cyber-operations/targeting-of-trickbot-computer-networks
Penetration of unnamed U.S. federal agency,Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,Russian hackers used compromised credentials to install malware and ultimately steal files from unnamed U.S. government agency computers.,https://www.cfr.org/cyber-operations/penetration-of-unnamed-u-s-federal-agency
"Targeting of U.S. information technology, government, health-care, finance, and media industries",,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,Iranian hackers scanned U.S. government and private networks for virtual private network (VPN) and cloud computing vulnerabilities with the aim of exfiltrating data.,https://www.cfr.org/cyber-operations/targeting-of-u-s-information-technology-government-health-care-finance-and-media-industries
"Targeting of U.S. political campaigns, advocacy groups, and political consultancies",Espionage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"Russian hackers attempted to steal log-in credentials primarily belonging to more than two hundred political campaigns, advocacy groups, parties, and consultants.",https://www.cfr.org/cyber-operations/targeting-of-u-s-political-campaigns-advocacy-groups-and-political-consultancies
Zirconium,Espionage,China,United States,vittima,,da_estrarre_con_llm,Responsible for targeting email accounts belonging to former Vice President Joe Biden’s campaign staff and for attempting to discern whether accounts belonging to members of the international affairs community are active.,https://www.cfr.org/cyber-operations/zirconium
Targeting of former Vice President Joe Biden’s campaign staff and U.S. international affairs community,Espionage,China,United States,vittima,,da_estrarre_con_llm,Responsible for targeting non-campaign email accounts belonging to former Vice President Biden’s election campaign staff. Also responsible for using web bugs to determine whether accounts belonging to academics and important figures in the international affairs community are active.,https://www.cfr.org/cyber-operations/targeting-of-former-vice-president-joe-bidens-campaign-staff-and-u-s-international-affairs-community
Targeting of the Donald J. Trump presidential campaign,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,Iranian hackers attempted to log into accounts associated with the Trump administration and campaign staff.,https://www.cfr.org/cyber-operations/targeting-of-the-donald-j-trump-presidential-campaign
Targeting of U.S. defense contractors,Espionage,Korea (Democratic People's Republic of),United States,vittima,2018-09-06,archivio_cfr_2019,North Korean hackers used fake job postings from leading U.S. defense contractors on LinkedIn to install malicious data-gathering software when clicked.,https://www.cfr.org/cyber-operations/targeting-of-u-s-defense-contractors
U.S. Cyber Command,Sabotage,United States of America,Russian Federation,attore,,da_estrarre_con_llm,"Responsible for orchestrating and executing various operations to protect the United States and its interests, including steps to disrupt the Internet Research Agency and the Trickbot botnet.",https://www.cfr.org/cyber-operations/u-s-cyber-command
Targeting of U.S. companies and government agencies,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"Iranian hackers attacked high-end networking equipment with recently reported vulnerabilities that had not yet been patched, providing a “beachhead” for peer hacking groups.",https://www.cfr.org/cyber-operations/targeting-of-u-s-companies-and-government-agencies
Tracking of Saudi Arabian citizens in the United States,Espionage,Saudi Arabia,United States,vittima,,da_estrarre_con_llm,The Saudi Arabian government used flaws in the global Signaling System 7 (SS7) to track Saudis in the United States by sending requests through Saudi phone companies.,https://www.cfr.org/cyber-operations/tracking-of-saudi-arabian-citizens-in-the-united-states
Targeting of over seventy-five organizations,Espionage,China,"Australia, Canada, Denmark, Finland, France, India, Italy, Japan, Malaysia, Mexico, Poland, Qatar, Saudi Arabia, Singapore, Sweden, Switzerland, The Philippines, United Arab Emirates, United Kingdom, United States",vittima,,da_estrarre_con_llm,The Chinese threat actor APT 41 attempted to exploit three vulnerabilities at over seventy-five organizations across sectors and countries. This was one of the most widespread attacks by a Chinese threat actor in years.,https://www.cfr.org/cyber-operations/targeting-of-over-seventy-five-organizations
"Targeting of companies in the United States, Israel, Saudi Arabia, and elsewhere",Espionage,Iran (Islamic Republic of),"Israel, Saudi Arabia, United States",vittima,,da_estrarre_con_llm,"The Iranian threat actors targeted dozens of companies in the United States, Israel, Saudi Arabia, and elsewhere. They exploited VPNs for initial access and breached additional companies via supply chain attacks.",https://www.cfr.org/cyber-operations/targeting-of-companies-in-the-united-states-israel-saudi-arabia-and-elsewhere
Fox Kitten,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,Responsible for targeting unpatched network equipment belonging to U.S. government agencies and private companies.,https://www.cfr.org/cyber-operations/fox-kitten
Targeting of U.S. government employees,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"The Iranian state-backed hackers sent out sophisticated spear-phishing lures imitating Westat, a research services company, in hopes of compromising U.S. government employees and networks. They could have also intended to compromise actual Westat employees.",https://www.cfr.org/cyber-operations/targeting-of-u-s-government-employees
Impersonation of journalists to compromise public figures,Espionage,Iran (Islamic Republic of),"Germany, Israel, Saudi Arabia, United Kingdom, United States",vittima,,da_estrarre_con_llm,The Iranian state-backed threat actor Charming Kitten impersonated prominent journalists and sent targets fake interview requests in order to steal their credentials and send them malware.,https://www.cfr.org/cyber-operations/impersonation-of-journalists-to-compromise-public-figures
Spear-phishing campaign against unnamed U.S. government agency,Espionage,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,The suspected North Korean threat actor Konni Group attempted to trick employees of an unnamed U.S. government agency to install malware on their computers via a spear-phishing campaign.,https://www.cfr.org/cyber-operations/spear-phishing-campaign-against-unnamed-u-s-government-agency
Targeting of U.S. grid,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"The Iranian hackers APT 33 targeted the U.S. electric grid with password-spraying attacks, likely in an attempt to gain access. They targeted only the IT side of networks so far and have not proven their ability to access physical systems.",https://www.cfr.org/cyber-operations/targeting-of-u-s-grid
Targeting of U.S. government and private entities and other victims,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"The Iran-aligned espionage group APT 33 used botnets to launch a campaign against a small number of victims in the public and private sectors in the United States, Asia, and the Middle East.",https://www.cfr.org/cyber-operations/targeting-of-u-s-government-and-private-entities-and-other-victims
Targeting of U.S. manufacturing group,Espionage,China,United States,vittima,,da_estrarre_con_llm,Chinese government hackers attacked the National Association of Manufacturers to steal information that might be useful in U.S.-China trade negotiations.,https://www.cfr.org/cyber-operations/targeting-of-u-s-manufacturing-group
U.S. retaliation against Iran,Data destruction,United States,Iran (Islamic Republic of),attore,,da_estrarre_con_llm,The United States carried out a cyberattack against Iran designed to limit Tehran’s ability to spread propaganda in retaliation for the September 14 attacks on Saudi oil facilities.,https://www.cfr.org/cyber-operations/u-s-retaliation-against-iran
Targeting of a U.S. presidential campaign,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"A threat actor targeted the email accounts of an unnamed U.S. presidential campaign, current and former U.S. officials and journalists, and others. During a thirty-day period in August and September, Microsoft observed more than 2,700 attempts to identify the emails of specific customers and 241 hacks.  Four accounts were compromised, though not those connected to […]",https://www.cfr.org/cyber-operations/targeting-of-a-u-s-presidential-campaign
"Attack on U.S. presidential campaign government officials, journalists, and prominent expatriate Iranians",Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"Iranian threat actor Phosphorus attacked 241 email accounts associated with a U.S. presidential campaign government officials, and journalists, and prominent expatriate Iranians.",https://www.cfr.org/cyber-operations/attack-on-u-s-presidential-campaign-government-officials-journalists-and-prominent-expatriate-iranians
"Targeting of over sixty universities in multiple countries, including the United States and United Kingdom",Espionage,Iran (Islamic Republic of),"Australia, Canada, Hong Kong, Switzerland, United Kingdom, United States",vittima,,da_estrarre_con_llm,"A threat actor launched a phishing operation with spoofed login pages to steal the credentials of users at over sixty universities in the United States, United Kingdom, and elsewhere.",https://www.cfr.org/cyber-operations/targeting-of-over-sixty-universities-in-multiple-countries-including-the-united-states-and-united-kingdom
Autumn Aperture—malware embedded in antiquated file types,,Korea (Democratic People's Republic of),United States,vittima,,da_estrarre_con_llm,"A threat actor targeted U.S.-based entities by emailing them malware-laced Microsoft Word documents written by industry experts. The trojanized documents discussed nuclear deterrence, North Korea’s nuclear submarine program, and economic sanctions on the North Korean regime. This incident is believed to be an extension of the August Autumn Aperture campaign.",https://www.cfr.org/cyber-operations/autumn-aperture-malware-embedded-in-antiquated-file-types
Autumn Aperture—use of malicious websites to target foreign ministries and other entities,,Korea (Democratic People's Republic of),"China, France, Slovakia, South Africa, United States",vittima,,da_estrarre_con_llm,"A threat actor targeted a number of foreign ministries, a Chinese technology company, Stanford University, think tanks in the United States and the United Kingdom, and other entities that have focused on North Korea’s nuclear efforts or the related international sanctions. The threat actor created a network of malicious websites imitating the login portals of […]",https://www.cfr.org/cyber-operations/autumn-aperture-use-of-malicious-websites-to-target-foreign-ministries-and-other-entities
APT 41,Espionage,China,"France, Hong Kong, Japan, Singapore, United Kingdom, United States",vittima,,da_estrarre_con_llm,"This threat actor has, since 2014, conducted operations backed by the Chinese government, including targeting the health-care and high-tech sectors and conducting espionage against political dissidents. It has simultaneously conducted its own for-profit illicit activity in the video games industry, amassing millions of dollars in digital currency to be sold to gamers on the black […]",https://www.cfr.org/cyber-operations/apt-41
Targeting of U.S. utility companies,Espionage,,United States,vittima,,da_estrarre_con_llm,"Between July 19 and July 25, 2019, a threat actor sent several spear-phishing emails to three U.S. companies in the utility sector. The emails were sent from a domain impersonating that of the National Council of Examiners for Engineering and Surveying, an authority in the industry. The emails contained Microsoft Word attachments that used macros […]",https://www.cfr.org/cyber-operations/targeting-of-u-s-utility-companies
Compromise of Yandex,Espionage,"Australia, Canada, New Zealand, United Kingdom, United States",Russian Federation,attore,2019-06-27,archivio_cfr_2019,"This threat actor deployed Regin, a rare type of malware, in an attempt to spy on user accounts for Yandex, a Russian search engine and email provider.",https://www.cfr.org/cyber-operations/compromise-of-yandex
Attack on Iranian computer systems,Sabotage,United States,Iran (Islamic Republic of),attore,2019-06-22,archivio_cfr_2019,U.S. Cyber Command hacked Iranian rocket and missile launch systems in retaliation for the downing of a U.S. drone and attacks on oil tankers in the Strait of Hormuz. Iranian officials said the attack was not successful.,https://www.cfr.org/cyber-operations/attack-on-iranian-computer-systems
Attacks on private U.S. companies,Data destruction,Iran (Islamic Republic of),United States,vittima,2019-06-22,archivio_cfr_2019,This threat actor increased malicious activity targeting U.S. companies following a U.S. attack on Iranian computer systems.,https://www.cfr.org/cyber-operations/attacks-on-private-u-s-companies
Targeting of universities’ maritime military secrets,Espionage,China,"Canada, United States",vittima,2019-03-05,archivio_cfr_2019,"Chinese hackers targeted twenty-seven universities in the United States, Canada, and Southeast Asia as part of a scheme to steal research about maritime technology under development for military use.",https://www.cfr.org/cyber-operations/targeting-of-universities-maritime-military-secrets
U.S. Cyber Command offensive attack of Russian troll farm,Denial of service,United States,Russian Federation,attore,2019-02-27,archivio_cfr_2019,"In November 2018, the U.S. Cyber Command launched an offensive campaign to combat a Russian troll operation known for using disinformation tactics.",https://www.cfr.org/cyber-operations/u-s-cyber-command-offensive-attack-of-russian-troll-farm
Targeting of Internet Research Agency,Sabotage,United States of America,Russian Federation,attore,,da_estrarre_con_llm,"U.S. Cyber Command conducted operations to disable online activities of the Internet Research Agency (IRA), a Russia-based company closely affiliated to the Russian government that conducts information operations. The operation was meant to prevent the IRA from interfering in the 2018 U.S. midterm elections.",https://www.cfr.org/cyber-operations/targeting-of-internet-research-agency
Targeting of U.S. and European think tanks,Espionage,Russian Federation,"Germany, United States",vittima,2019-01-31,archivio_cfr_2019,"Hackers set up fake login pages or sent spoof e-mails to people who work with the think tanks in an attempt to trick them into handing over information, such as passwords.",https://www.cfr.org/cyber-operations/targeting-of-u-s-and-european-think-tanks
Attempted attack on the Democratic National Convention (DNC) during 2018 elections,Espionage,Russian Federation,United States,vittima,2019-01-18,archivio_cfr_2019,The DNC alleged it was targeted in an unsuccessful cyberattack eight days after the 2018 elections in an attempted spear-phishing campaign.,https://www.cfr.org/cyber-operations/attempted-attack-on-the-democratic-national-convention-dnc-during-2018-elections
Global hijacking of domain name system (DNS),Espionage,Iran (Islamic Republic of),"Canada, Korea (Republic of), Lebanon, United Arab Emirates, United States",vittima,2019-01-09,archivio_cfr_2019,An unknown actor with a connection to Iran hijacked DNS records to target the traffic of governments and telecommunications organizations around the world.,https://www.cfr.org/cyber-operations/global-hijacking-of-domain-name-system-dns
Compromise of Managed Service Providers and technology companies,Espionage,China,"India, Japan, South Africa, Sweden, United States",vittima,2018-12-20,archivio_cfr_2019,"The threat actor compromised eight technology service providers, including Hewlett Packard Enterprise and IBM (their cloud services in particular were targeted), to steal commercial secrets from over forty-five client technology companies. The victims include Swedish telecom giant Ericsson, U.S. Navy shipbuilder Huntington Ingalls Industries, and travel reservation system Sabre.",https://www.cfr.org/cyber-operations/compromise-of-managed-service-providers-and-technology-companies
Targeting of U.S. Navy contractors,Espionage,China,United States,vittima,2018-12-14,archivio_cfr_2019,"In a series of incidents, Chinese hackers breached U.S. Navy contractors’ systems to steal information including ship maintenance data and missile plans.",https://www.cfr.org/cyber-operations/targeting-of-u-s-navy-contractors
Compromise of American aerospace companies,Espionage,China,United States,vittima,2018-10-30,archivio_cfr_2019,"This threat actor reportedly intruded into American aerospace companies’ computer systems to steal intellectual property and business information, including information related to turbofan engines used in commercial aircraft.",https://www.cfr.org/cyber-operations/compromise-of-american-aerospace-companies
Compromise of the U.S. Anti-Doping Agency,Doxing,Russian Federation,United States,vittima,2018-10-04,archivio_cfr_2019,"A threat actor compromised the U.S. Anti-Doping Agency. Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department.",https://www.cfr.org/cyber-operations/compromise-of-the-u-s-anti-doping-agency
Targeting of Westinghouse Electric Corporation,Espionage,Russian Federation,United States,vittima,2018-10-04,archivio_cfr_2019,"A threat actor targeted Westinghouse Electric Company, a nuclear power developer, for espionage purposes. One of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), was indicted by the U.S. Justice Department.",https://www.cfr.org/cyber-operations/targeting-of-westinghouse-electric-corporation
Global bank attacks,Financial Theft,Korea (Democratic People's Republic of),"Bangladesh, Brazil, Chile, Malaysia, Mexico, Poland, Russian Federation, Taiwan, The Philippines, Turkey, United States, Uruguay, Vietnam",vittima,2018-10-03,archivio_cfr_2019,A North Korean group is believed to have stolen hundreds of millions of dollars by infiltrating the computer systems of banks around the world since 2014.,https://www.cfr.org/cyber-operations/global-bank-attacks
Targeting of the personal email accounts of U.S. Senators and staff,Espionage,,United States,vittima,2018-09-19,archivio_cfr_2019,"A threat actor targeted the personal email accounts of U.S. senators and staffers, according to Senator Ron Wyden (D-OR) and an unnamed technology company.",https://www.cfr.org/cyber-operations/targeting-of-the-personal-email-accounts-of-u-s-senators-and-staff
Targeting of AMC Theatres,Espionage,Korea (Democratic People's Republic of),United States,vittima,2018-09-06,archivio_cfr_2019,"A threat actor targeted U.S. movie theater chain AMC Theatres in 2014 using spear-phishing techniques. The U.S. Department of Justice alleges that the incident was related to the chain’s screenings of The Interview, a movie depicting the assassination of North Korean leader Kim Jong-un.",https://www.cfr.org/cyber-operations/targeting-of-amc-theatres
Targeting of U.S. defense contractors,Espionage,Korea (Democratic People's Republic of),United States,vittima,2018-09-06,archivio_cfr_2019,"A threat actor targeted the networks of Lockheed Martin, a U.S. defense contractor. It is one of the developers of the Terminal High Altitude Area Defense (THAAD) system installed in South Korea.",https://www.cfr.org/cyber-operations/targeting-of-u-s-defense-contractors-2
Cobalt Dickens,Espionage,Iran (Islamic Republic of),"Australia, Canada, China, Israel, Japan, Switzerland, Turkey, United Kingdom, United States",vittima,2018-08-24,archivio_cfr_2019,This threat actor targets universities around the world for espionage purposes.,https://www.cfr.org/cyber-operations/cobalt-dickens
Targeting of organizations associated with trade activity with China,Espionage,China,"Brazil, Kenya, Mongolia, United States",vittima,2018-08-16,archivio_cfr_2019,"A threat actor is targeting multiple organizations with trade ties to China, including those connected with China’s Belt and Road Initiative. The actor also targets organizations in advance of officials’ meetings with Chinese trade officials.",https://www.cfr.org/cyber-operations/targeting-of-organizations-associated-with-trade-activity-with-china
Raspite,Espionage,,United States,vittima,2018-08-02,archivio_cfr_2019,This threat actor targets entities that operate industrial control systems in the electric utility sector.,https://www.cfr.org/cyber-operations/raspite
Gorgon Group,Espionage,,"Russian Federation, Spain, United Kingdom, United States",vittima,2018-08-02,archivio_cfr_2019,Also known as Aggah. This threat actor targets government entities in the United States and Europe. It also conducts criminal operations.,https://www.cfr.org/cyber-operations/gorgon-group
Targeting of the office of U.S. Senator Claire McCaskill,Espionage,Russian Federation,United States,vittima,2018-07-26,archivio_cfr_2019,"The office of U.S. Senator Claire McCaskill (D-MO) announced that it was targeted by Russian state-sponsored cyber actors, following a report of the incident in the Daily Beast.",https://www.cfr.org/cyber-operations/targeting-of-the-office-of-u-s-senator-claire-mccaskill
Compromise of U.S. electric utility control rooms,Sabotage,Russian Federation,United States,vittima,,da_estrarre_con_llm,"A threat actor compromised air-gapped, or isolated, networks owned by U.S. electric utility companies by penetrating the networks of trusted vendors.",https://www.cfr.org/cyber-operations/compromise-of-u-s-electric-utility-control-rooms
Targeting of congressional campaigns for the 2018 U.S. midterm elections,Espionage,Russian Federation,United States,vittima,2018-07-19,archivio_cfr_2019,A threat actor targets the campaigns of candidates running for Congress in the 2018 U.S. midterm elections.,https://www.cfr.org/cyber-operations/targeting-of-congressional-campaigns-for-the-2018-u-s-midterm-elections
Thrip,Espionage,China,United States,vittima,2018-06-19,archivio_cfr_2019,"This threat actor targets organizations in the satellite communications, telecommunications, geospatial-imaging, and defense sectors in the United States and Southeast Asia for espionage purposes.",https://www.cfr.org/cyber-operations/thrip
Mustang Panda,Espionage,China,United States,vittima,2018-06-15,archivio_cfr_2019,This threat actor targets nongovernmental organizations using Mongolian-themed lures for espionage purposes.,https://www.cfr.org/cyber-operations/mustang-panda
Compromise of a U.S. Navy contractor,Espionage,China,United States,vittima,2018-06-08,archivio_cfr_2019,"A threat actor compromises the networks of a contractor for the U.S. Navy, exfiltrating 614 gigabytes of sensitive information, including data related to a new U.S. anti-ship missile and submarine communications systems.",https://www.cfr.org/cyber-operations/compromise-of-a-u-s-navy-contractor
Covellite,Espionage,,United States,vittima,2018-05-31,archivio_cfr_2019,"This threat actor compromises the networks of companies involved in electric power, specifically looking for intellectual property and information about the companies’ operations.",https://www.cfr.org/cyber-operations/covellite
Stealth Mango and Tangelo,Espionage,Pakistan,"Afghanistan, Australia, Germany, India, Iraq, Pakistan, United Arab Emirates, United States",vittima,2018-05-15,archivio_cfr_2019,"This threat actor, which consists of Stealth Mango (Android) and Tangelo (iOS), targets government officials, diplomats, military personnel, and activists in primarily Afghanistan, India, Iraq, Pakistan, and the United Arab Emirates for espionage.",https://www.cfr.org/cyber-operations/stealth-mango-and-tangelo
Winnti Umbrella,Espionage,China,"China, Hong Kong, Japan, Korea (Republic of), United Kingdom, United States",vittima,2018-05-03,archivio_cfr_2019,"This threat actor targets software companies and political organizations in the United States, China, Japan, and South Korea. It primarily acts to support cyber operations conducted by other threat actors affiliated with Chinese intelligence services.",https://www.cfr.org/cyber-operations/winnti-umbrella
Operation GhostSecret,Espionage,Korea (Democratic People's Republic of),"Australia, Bangladesh, Brazil, Canada, China, France, Germany, Guatemala, Hong Kong, India, Japan, Thailand, United Kingdom, United States",vittima,2018-04-24,archivio_cfr_2019,"A threat actor targets critical infrastructure and organizations in the entertainment, finance, health-care, education, and telecommunications sectors.",https://www.cfr.org/cyber-operations/operation-ghostsecret
Alleged Russian compromise of networking equipment,Sabotage,Russian Federation,"Ukraine, United Kingdom, United States",vittima,2018-04-16,archivio_cfr_2019,"The U.S. Department of Homeland Security and the UK National Cyber Security Centre issued a joint alert warning of a Russian state-sponsored campaign to compromise networking equipment, such as routers and switches, to support their cyber operations. A few weeks later, the FBI took control of a botnet with over five hundred thousand compromised devices […]",https://www.cfr.org/cyber-operations/alleged-russian-compromise-of-networking-equipment
Operation Parliament,Espionage,,"Afghanistan, Canada, Chile, Denmark, Djibouti, Egypt, Germany, India, Iran (Islamic Republic of), Iraq, Israel, Jordan, Korea (Republic of), Kuwait, Lebanon, Morocco, Oman, Palestine, State of, Qatar, Russian Federation, Saudi Arabia, Serbia, Somalia, Syrian Arab Republic, United Arab Emirates, United Kingdom, United States",vittima,2018-04-12,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to target parliaments, government ministries, academics, and media organizations, primarily in the Middle East, for the purpose of espionage.",https://www.cfr.org/cyber-operations/operation-parliament
Indictment of officials from the Mabna Institute,Espionage,Iran (Islamic Republic of),"Australia, Canada, Denmark, Finland, Germany, Ireland, Israel, Italy, Japan, Korea (Republic of), Malaysia, Netherlands, Norway, Poland, Singapore, Spain, Sweden, Switzerland, Turkey, United Kingdom, United States",vittima,2018-03-28,archivio_cfr_2019,"The U.S. Department of Justice indicted nine officials from the Mabna Insititute, an Iranian company alleged to have conducted state-sponsored cyber operations on behalf of the Iranian Revolutionary Guards. They are alleged to have compromised the networks of over 144 U.S. universities, 176 universities in over twenty-one other countries, as well as private sector, government, […]",https://www.cfr.org/cyber-operations/indictment-of-officials-from-the-mabna-institute
